Network,School ID,School,Total,White No,White Pct,African American No,African American Pct,Asian/Pac Islander No,Asian/Pac Islander Pct,Native American/Alaskan No,Native American/Alaskan Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian Pac Islander No,Hawaiian Pac Islander Pct,Na No,Na Pct,,,
ES Network - Pilsen-Little Village,610015,Jungman,273,0,0.0,6,2.2,0,0.0,4,1.5,263,96.3,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Pilsen-Little Village,609920,Kanoon Magnet,747,2,0.3,8,1.1,0,0.0,0,0.0,729,97.6,1,0.1,0,0.0,0,0.0,7,0.9,,,
ES Network - Pilsen-Little Village,609834,Little Village,872,5,0.6,0,0.0,0,0.0,1,0.1,863,99.0,0,0.0,0,0.0,0,0.0,3,0.3,,,
ES Network - Pilsen-Little Village,610215,Madero Middle,317,3,0.9,2,0.6,0,0.0,0,0.0,311,98.1,1,0.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Pilsen-Little Village,610063,McCormick,869,2,0.2,1,0.1,0,0.0,3,0.3,862,99.2,0,0.0,0,0.0,0,0.0,1,0.1,,,
ES Network - Pilsen-Little Village,610329,Orozco,621,2,0.3,2,0.3,0,0.0,6,1.0,609,98.1,0,0.0,2,0.3,0,0.0,0,0.0,,,
ES Network - Pilsen-Little Village,609950,Ortiz De Dominguez,768,14,1.8,2,0.3,0,0.0,2,0.3,742,96.6,0,0.0,0,0.0,0,0.0,8,1.0,,,
ES Network - Pilsen-Little Village,610273,Paderewski,172,1,0.6,138,80.2,0,0.0,0,0.0,33,19.2,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Pilsen-Little Village,609872,Perez,379,3,0.8,9,2.4,0,0.0,0,0.0,366,96.6,0,0.0,0,0.0,0,0.0,1,0.3,,,
ES Network - Pilsen-Little Village,610129,Pickard,641,7,1.1,13,2.0,0,0.0,1,0.2,613,95.6,4,0.6,0,0.0,0,0.0,3,0.5,,,
ES Network - Pilsen-Little Village,610013,Pilsen,486,3,0.6,35,7.2,0,0.0,4,0.8,430,88.5,4,0.8,2,0.4,0,0.0,8,1.6,,,
ES Network - Pilsen-Little Village,610125,Ruiz,931,12,1.3,1,0.1,0,0.0,4,0.4,904,97.1,2,0.2,0,0.0,0,0.0,8,0.9,,,
ES Network - Pilsen-Little Village,610017,Saucedo Magnet,"1,258",5,0.4,17,1.4,0,0.0,11,0.9,"1,210",96.2,4,0.3,0,0.0,0,0.0,11,0.9,,,
ES Network - Pilsen-Little Village,610184,Spry,757,4,0.5,2,0.3,0,0.0,0,0.0,748,98.8,0,0.0,0,0.0,0,0.0,3,0.4,,,
ES Network - Pilsen-Little Village,609921,Telpochcalli,266,3,1.1,6,2.3,0,0.0,0,0.0,254,95.5,2,0.8,0,0.0,0,0.0,1,0.4,,,
ES Network - Pilsen-Little Village,610216,Walsh,455,9,2.0,26,5.7,0,0.0,1,0.2,412,90.5,0,0.0,4,0.9,0,0.0,3,0.7,,,
ES Network - Pilsen-Little Village,610227,Whitney,"1,080",6,0.6,5,0.5,0,0.0,2,0.2,"1,047",96.9,3,0.3,0,0.0,0,0.0,17,1.6,,,
ES Network - Pilsen-Little Village,610228,Whittier,385,5,1.3,1,0.3,0,0.0,0,0.0,378,98.2,1,0.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Pilsen-Little Village,609973,Zapata,985,2,0.2,4,0.4,0,0.0,0,0.0,976,99.1,0,0.0,0,0.0,0,0.0,3,0.3,,,
ES Network - Ravenswood-Ridge,609773,Agassiz,455,135,29.7,105,23.1,0,0.0,1,0.2,162,35.6,17,3.7,10,2.2,2,0.4,23,5.1,,,
ES Network - Ravenswood-Ridge,609779,Armstrong G.,"1,412",116,8.2,400,28.3,3,0.2,14,1.0,606,42.9,34,2.4,234,16.6,2,0.1,3,0.2,,,
ES Network - Ravenswood-Ridge,609782,Audubon,592,330,55.7,19,3.2,0,0.0,0,0.0,179,30.2,36,6.1,10,1.7,2,0.3,16,2.7,,,
ES Network - Ravenswood-Ridge,609799,Bell,986,583,59.1,24,2.4,1,0.1,6,0.6,228,23.1,76,7.7,60,6.1,2,0.2,6,0.6,,,
ES Network - Ravenswood-Ridge,609803,Blaine,960,558,58.1,53,5.5,0,0.0,3,0.3,249,25.9,52,5.4,34,3.5,7,0.7,4,0.4,,,
ES Network - Ravenswood-Ridge,609804,Boone,767,185,24.1,76,9.9,1,0.1,3,0.4,335,43.7,11,1.4,148,19.3,1,0.1,7,0.9,,,
ES Network - Ravenswood-Ridge,610242,Brennemann,320,12,3.8,231,72.2,0,0.0,3,0.9,52,16.3,9,2.8,6,1.9,2,0.6,5,1.6,,,
ES Network - Ravenswood-Ridge,609817,Budlong,841,225,26.8,40,4.8,0,0.0,8,1.0,373,44.4,19,2.3,153,18.2,2,0.2,21,2.5,,,
ES Network - Ravenswood-Ridge,609820,Burley,572,315,55.1,20,3.5,0,0.0,5,0.9,158,27.6,32,5.6,40,7.0,0,0.0,2,0.3,,,
ES Network - Ravenswood-Ridge,609852,Chappell,493,75,15.2,24,4.9,0,0.0,3,0.6,303,61.5,16,3.2,69,14.0,0,0.0,3,0.6,,,
ES Network - Ravenswood-Ridge,609859,Clinton,"1,125",180,16.0,130,11.6,0,0.0,17,1.5,330,29.3,7,0.6,446,39.6,11,1.0,4,0.4,,,
ES Network - Ravenswood-Ridge,609866,Coonley,716,377,52.7,11,1.5,0,0.0,4,0.6,215,30.0,41,5.7,29,4.1,2,0.3,37,5.2,,,
ES Network - Ravenswood-Ridge,610355,Courtenay,281,59,21.0,45,16.0,0,0.0,1,0.4,158,56.2,3,1.1,13,4.6,0,0.0,2,0.7,,,
ES Network - Ravenswood-Ridge,609880,Decatur Classical,280,109,38.9,20,7.1,1,0.4,1,0.4,52,18.6,28,10.0,68,24.3,0,0.0,1,0.4,,,
ES Network - Ravenswood-Ridge,610363,Disney Magnet,"1,620",387,23.9,602,37.2,0,0.0,18,1.1,369,22.8,62,3.8,177,10.9,2,0.1,3,0.2,,,
ES Network - Ravenswood-Ridge,609918,Field,384,8,2.1,139,36.2,0,0.0,0,0.0,196,51.0,6,1.6,35,9.1,0,0.0,0,0.0,,,
ES Network - Ravenswood-Ridge,609933,Gale,513,14,2.7,316,61.6,0,0.0,1,0.2,144,28.1,11,2.1,23,4.5,1,0.2,3,0.6,,,
ES Network - Ravenswood-Ridge,609945,Goudy,787,58,7.4,155,19.7,2,0.3,5,0.6,256,32.5,6,0.8,302,38.4,1,0.1,2,0.3,,,
ES Network - Ravenswood-Ridge,609850,Greeley,617,70,11.3,81,13.1,0,0.0,4,0.6,437,70.8,9,1.5,13,2.1,0,0.0,3,0.5,,,
ES Network - Ravenswood-Ridge,609963,Hamilton,371,175,47.2,45,12.1,0,0.0,1,0.3,112,30.2,19,5.1,16,4.3,3,0.8,0,0.0,,,
ES Network - Ravenswood-Ridge,609974,Hawthorne Magnet,574,279,48.6,62,10.8,0,0.0,12,2.1,132,23.0,42,7.3,37,6.4,10,1.7,0,0.0,,,
ES Network - Ravenswood-Ridge,609976,Hayt,967,112,11.6,168,17.4,0,0.0,9,0.9,468,48.4,13,1.3,193,20.0,4,0.4,0,0.0,,,
ES Network - Ravenswood-Ridge,610078,Inter-American Magnet,683,80,11.7,9,1.3,0,0.0,1,0.1,573,83.9,8,1.2,9,1.3,0,0.0,3,0.4,,,
ES Network - Ravenswood-Ridge,610010,Jahn,471,43,9.1,67,14.2,0,0.0,1,0.2,340,72.2,16,3.4,3,0.6,1,0.2,0,0.0,,,
ES Network - Ravenswood-Ridge,610011,Jamieson,832,250,30.0,52,6.3,2,0.2,6,0.7,274,32.9,33,4.0,214,25.7,0,0.0,1,0.1,,,
ES Network - Ravenswood-Ridge,609865,Jordan,667,13,1.9,262,39.3,0,0.0,3,0.4,365,54.7,15,2.2,6,0.9,1,0.1,2,0.3,,,
ES Network - Ravenswood-Ridge,610022,Kilmer,803,41,5.1,197,24.5,0,0.0,4,0.5,469,58.4,18,2.2,71,8.8,0,0.0,3,0.4,,,
ES Network - Ravenswood-Ridge,610269,McCutcheon,373,15,4.0,179,48.0,3,0.8,1,0.3,78,20.9,13,3.5,74,19.8,0,0.0,10,2.7,,,
ES Network - Ravenswood-Ridge,610070,McPherson,704,65,9.2,29,4.1,0,0.0,7,1.0,548,77.8,9,1.3,45,6.4,0,0.0,1,0.1,,,
ES Network - Ravenswood-Ridge,610094,Nettelhorst,739,450,60.9,73,9.9,0,0.0,3,0.4,120,16.2,36,4.9,49,6.6,8,1.1,0,0.0,,,
ES Network - Ravenswood-Ridge,610284,New Field,597,35,5.9,144,24.1,0,0.0,6,1.0,358,60.0,6,1.0,46,7.7,1,0.2,1,0.2,,,
ES Network - Ravenswood-Ridge,610122,Peirce,"1,009",171,16.9,81,8.0,0,0.0,9,0.9,628,62.2,50,5.0,70,6.9,0,0.0,0,0.0,,,
ES Network - Ravenswood-Ridge,610141,Ravenswood,475,160,33.7,51,10.7,0,0.0,0,0.0,208,43.8,18,3.8,13,2.7,2,0.4,23,4.8,,,
ES Network - Ravenswood-Ridge,610147,Rogers,737,138,18.7,122,16.6,0,0.0,5,0.7,284,38.5,7,0.9,171,23.2,2,0.3,8,1.1,,,
ES Network - Ravenswood-Ridge,610187,Stewart,256,6,2.3,125,48.8,0,0.0,1,0.4,109,42.6,1,0.4,13,5.1,1,0.4,0,0.0,,,
ES Network - Ravenswood-Ridge,610189,Stockton,475,40,8.4,250,52.6,0,0.0,2,0.4,148,31.2,10,2.1,17,3.6,3,0.6,5,1.1,,,
ES Network - Ravenswood-Ridge,610191,Stone Magnet,636,210,33.0,119,18.7,3,0.5,1,0.2,114,17.9,25,3.9,141,22.2,2,0.3,21,3.3,,,
ES Network - Ravenswood-Ridge,610196,Swift,735,109,14.8,249,33.9,0,0.0,9,1.2,239,32.5,22,3.0,104,14.1,3,0.4,0,0.0,,,
ES Network - Ravenswood-Ridge,610205,Trumbull,389,43,11.1,57,14.7,0,0.0,6,1.5,221,56.8,5,1.3,50,12.9,1,0.3,6,1.5,,,
ES Network - Ravenswood-Ridge,610220,Waters,612,265,43.3,18,2.9,1,0.2,0,0.0,261,42.6,33,5.4,21,3.4,5,0.8,8,1.3,,,
ES Network - Ravenswood-Ridge,610542,Wst Ridge,709,195,27.5,51,7.2,0,0.0,4,0.6,186,26.2,12,1.7,256,36.1,5,0.7,0,0.0,,,
ES Network - Rock Island,609788,Barnard,262,2,0.8,254,96.9,0,0.0,0,0.0,5,1.9,1,0.4,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,609800,Bennett,468,1,0.2,460,98.3,0,0.0,0,0.0,2,0.4,5,1.1,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,609849,Cassell,351,269,76.6,42,12.0,0,0.0,1,0.3,30,8.5,7,2.0,2,0.6,0,0.0,0,0.0,,,
ES Network - Rock Island,609861,Clissold,553,169,30.6,339,61.3,0,0.0,1,0.2,34,6.1,5,0.9,5,0.9,0,0.0,0,0.0,,,
ES Network - Rock Island,610004,Cullen,245,1,0.4,239,97.6,0,0.0,0,0.0,3,1.2,2,0.8,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610188,Dunne,299,0,0.0,298,99.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,609908,Esmond,339,0,0.0,331,97.6,0,0.0,0,0.0,6,1.8,1,0.3,1,0.3,0,0.0,0,0.0,,,
ES Network - Rock Island,610362,Evers,379,1,0.3,378,99.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,609917,Fernwood,322,0,0.0,320,99.4,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,609924,Fort Dearborn,429,0,0.0,422,98.4,0,0.0,0,0.0,1,0.2,5,1.2,1,0.2,0,0.0,0,0.0,,,
ES Network - Rock Island,610128,Garvey M.,315,1,0.3,306,97.1,0,0.0,0,0.0,6,1.9,2,0.6,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,609939,Gillespie,638,1,0.2,620,97.2,0,0.0,0,0.0,15,2.4,2,0.3,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610032,Green W.,256,0,0.0,250,97.7,0,0.0,0,0.0,4,1.6,1,0.4,1,0.4,0,0.0,0,0.0,,,
ES Network - Rock Island,609808,Haley,529,0,0.0,524,99.1,0,0.0,0,0.0,3,0.6,1,0.2,0,0.0,0,0.0,1,0.2,,,
ES Network - Rock Island,610368,Hughes L.,417,2,0.5,407,97.6,0,0.0,0,0.0,7,1.7,1,0.2,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610084,Keller,247,99,40.1,91,36.8,0,0.0,1,0.4,37,15.0,9,3.6,9,3.6,1,0.4,0,0.0,,,
ES Network - Rock Island,610016,Kellogg,266,33,12.4,207,77.8,0,0.0,1,0.4,10,3.8,15,5.6,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610027,Kipling,429,0,0.0,417,97.2,0,0.0,1,0.2,2,0.5,2,0.5,1,0.2,1,0.2,5,1.2,,,
ES Network - Rock Island,610028,Kohn,390,0,0.0,387,99.2,0,0.0,0,0.0,1,0.3,2,0.5,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610208,Lavizzo,403,0,0.0,398,98.8,0,0.0,0,0.0,4,1.0,1,0.2,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610082,Mt Greenwood,963,769,79.9,13,1.3,0,0.0,7,0.7,150,15.6,10,1.0,8,0.8,6,0.6,0,0.0,,,
ES Network - Rock Island,610086,Mt Vernon,305,0,0.0,304,99.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,,,
ES Network - Rock Island,610176,Shoop,529,0,0.0,526,99.4,0,0.0,1,0.2,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610195,Sutherland,735,307,41.8,367,49.9,0,0.0,1,0.1,44,6.0,11,1.5,4,0.5,0,0.0,1,0.1,,,
ES Network - Rock Island,609895,Turner-Drew Magnet,363,0,0.0,348,95.9,0,0.0,1,0.3,11,3.0,3,0.8,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610207,Vanderpoel Magnet,306,1,0.3,302,98.7,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,609871,Vick EC Ctr,322,146,45.3,63,19.6,0,0.0,0,0.0,107,33.2,6,1.9,0,0.0,0,0.0,0,0.0,,,
ES Network - Rock Island,610366,Wacker,243,0,0.0,243,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610268,Ashe,394,0,0.0,392,99.5,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,609786,Avalon Park,310,0,0.0,308,99.4,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610350,Black Magnet,476,0,0.0,469,98.5,0,0.0,0,0.0,3,0.6,2,0.4,0,0.0,0,0.0,2,0.4,,,
ES Network - Skyway,609815,Bouchet,712,0,0.0,701,98.5,0,0.0,0,0.0,4,0.6,3,0.4,0,0.0,0,0.0,4,0.6,,,
ES Network - Skyway,609813,Brownell,299,0,0.0,296,99.0,0,0.0,1,0.3,2,0.7,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610280,Buckingham,35,0,0.0,34,97.1,0,0.0,0,0.0,1,2.9,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,609827,Burnside Magnet,771,0,0.0,749,97.1,0,0.0,1,0.1,12,1.6,9,1.2,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,609833,Caldwell,339,0,0.0,330,97.3,0,0.0,1,0.3,5,1.5,1,0.3,0,0.0,0,0.0,2,0.6,,,
ES Network - Skyway,609862,Coles,565,3,0.5,549,97.2,0,0.0,0,0.0,7,1.2,5,0.9,0,0.0,1,0.2,0,0.0,,,
ES Network - Skyway,609887,Dixon,631,0,0.0,623,98.7,0,0.0,0,0.0,4,0.6,3,0.5,1,0.2,0,0.0,0,0.0,,,
ES Network - Skyway,610316,Earhart,247,0,0.0,243,98.4,0,0.0,0,0.0,0,0.0,4,1.6,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,609916,Fermi,237,0,0.0,234,98.7,0,0.0,0,0.0,2,0.8,0,0.0,1,0.4,0,0.0,0,0.0,,,
ES Network - Skyway,610002,Hoyne,271,0,0.0,260,95.9,0,0.0,0,0.0,9,3.3,2,0.7,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610298,Lenart,319,61,19.1,188,58.9,1,0.3,2,0.6,13,4.1,10,3.1,38,11.9,2,0.6,4,1.3,,,
ES Network - Skyway,610047,Madison,280,0,0.0,275,98.2,0,0.0,0,0.0,4,1.4,1,0.4,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610052,Mann,457,0,0.0,453,99.1,0,0.0,0,0.0,1,0.2,2,0.4,1,0.2,0,0.0,0,0.0,,,
ES Network - Skyway,610066,McDade Classical,196,2,1.0,187,95.4,0,0.0,0,0.0,2,1.0,0,0.0,4,2.0,1,0.5,0,0.0,,,
ES Network - Skyway,610312,McDowell,191,0,0.0,181,94.8,0,0.0,0,0.0,5,2.6,5,2.6,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610171,Mireles,834,9,1.1,411,49.3,0,0.0,3,0.4,402,48.2,2,0.2,2,0.2,1,0.1,4,0.5,,,
ES Network - Skyway,610093,Neil,313,0,0.0,305,97.4,0,0.0,0,0.0,6,1.9,0,0.0,0,0.0,0,0.0,2,0.6,,,
ES Network - Skyway,609961,Ninos Heroes,475,6,1.3,358,75.4,0,0.0,3,0.6,98,20.6,1,0.2,0,0.0,0,0.0,9,1.9,,,
ES Network - Skyway,610103,O'Keeffe,576,0,0.0,565,98.1,0,0.0,1,0.2,6,1.0,0,0.0,0,0.0,0,0.0,4,0.7,,,
ES Network - Skyway,610115,Park Manor,338,1,0.3,335,99.1,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,,,
ES Network - Skyway,610116,Parkside,318,0,0.0,308,96.9,0,0.0,2,0.6,5,1.6,1,0.3,0,0.0,0,0.0,2,0.6,,,
ES Network - Skyway,610130,Pirie,375,1,0.3,369,98.4,0,0.0,0,0.0,5,1.3,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610281,Powell,532,1,0.2,521,97.9,0,0.0,0,0.0,7,1.3,2,0.4,1,0.2,0,0.0,0,0.0,,,
ES Network - Skyway,610146,Revere,337,0,0.0,336,99.7,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610152,Ruggles,414,0,0.0,406,98.1,0,0.0,1,0.2,3,0.7,3,0.7,0,0.0,1,0.2,0,0.0,,,
ES Network - Skyway,610530,South Shore,308,0,0.0,300,97.4,0,0.0,0,0.0,3,1.0,5,1.6,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610193,Sullivan,521,5,1.0,382,73.3,0,0.0,0,0.0,123,23.6,6,1.2,0,0.0,1,0.2,4,0.8,,,
ES Network - Skyway,610279,Tanner,443,2,0.5,434,98.0,0,0.0,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,3,0.7,,,
ES Network - Skyway,610200,Thorp J. N.,417,4,1.0,332,79.6,0,0.0,1,0.2,79,18.9,0,0.0,0,0.0,0,0.0,1,0.2,,,
ES Network - Skyway,610218,Warren,314,0,0.0,300,95.5,0,0.0,1,0.3,6,1.9,4,1.3,0,0.0,0,0.0,3,1.0,,,
ES Network - Skyway,610124,Washington H.,527,0,0.0,524,99.4,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610300,Westcott,413,0,0.0,409,99.0,0,0.0,0,0.0,3,0.7,1,0.2,0,0.0,0,0.0,0,0.0,,,
ES Network - Skyway,610233,Yale,186,1,0.5,185,99.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,
HS Network - Far South Side,609726,Brooks CPHS,745,8,1.1,636,85.4,0,0.0,4,0.5,89,11.9,8,1.1,0,0.0,0,0.0,0,0.0,,,
HS Network - Far South Side,609760,Carver Mil Acad HS,531,6,1.1,267,50.3,0,0.0,0,0.0,255,48.0,1,0.2,1,0.2,0,0.0,1,0.2,,,
HS Network - Far South Side,609753,Chicago Agr Sci HS,629,194,30.8,255,40.5,0,0.0,2,0.3,149,23.7,25,4.0,3,0.5,1,0.2,0,0.0,,,
HS Network - Far South Side,609761,Corliss HS,558,1,0.2,544,97.5,0,0.0,1,0.2,10,1.8,1,0.2,0,0.0,1,0.2,0,0.0,,,
HS Network - Far South Side,609705,Fenger  HS,508,0,0.0,498,98.0,0,0.0,1,0.2,7,1.4,2,0.4,0,0.0,0,0.0,0,0.0,,,
HS Network - Far South Side,609710,Harlan HS,"1,174",2,0.2,"1,152",98.1,0,0.0,1,0.1,6,0.5,7,0.6,0,0.0,0,0.0,6,0.5,,,
HS Network - Far South Side,609762,Julian HS,"1,167",1,0.1,"1,156",99.1,0,0.0,1,0.1,4,0.3,3,0.3,0,0.0,0,0.0,2,0.2,,,
HS Network - Far South Side,609725,Morgan Park HS,"1,449",14,1.0,"1,398",96.5,0,0.0,0,0.0,22,1.5,13,0.9,0,0.0,2,0.1,0,0.0,,,
HS Network - Far South Side,609739,Washington G. HS,"1,562",99,6.3,101,6.5,0,0.0,16,1.0,"1,340",85.8,3,0.2,2,0.1,1,0.1,0,0.0,,,
HS Network - North-Northwest Side,609774,Alcott,490,329,67.1,41,8.4,0,0.0,0,0.0,65,13.3,31,6.3,23,4.7,1,0.2,0,0.0,,,
HS Network - North-Northwest Side,610524,Alcott HS,269,37,13.8,92,34.2,0,0.0,4,1.5,125,46.5,6,2.2,3,1.1,2,0.7,0,0.0,,,
HS Network - North-Northwest Side,609695,Amundsen HS,"1,434",139,9.7,146,10.2,2,0.1,5,0.3,923,64.4,13,0.9,188,13.1,2,0.1,16,1.1,,,
HS Network - North-Northwest Side,610402,DeVry Advantage HS,187,21,11.2,70,37.4,0,0.0,0,0.0,81,43.3,2,1.1,13,7.0,0,0.0,0,0.0,,,
HS Network - North-Northwest Side,609708,Foreman HS,"1,572",58,3.7,267,17.0,0,0.0,4,0.3,"1,224",77.9,9,0.6,7,0.4,1,0.1,2,0.1,,,
HS Network - North-Northwest Side,609716,Kelvyn Park HS,"1,037",24,2.3,43,4.1,0,0.0,2,0.2,924,89.1,42,4.1,1,0.1,0,0.0,1,0.1,,,
HS Network - North-Northwest Side,609719,Lake View HS,"1,545",206,13.3,166,10.7,2,0.1,14,0.9,962,62.3,28,1.8,158,10.2,5,0.3,4,0.3,,,
HS Network - North-Northwest Side,609720,Lane Tech HS,"4,270","1,279",30.0,363,8.5,2,0.0,18,0.4,"1,994",46.7,110,2.6,418,9.8,9,0.2,77,1.8,,,
HS Network - North-Northwest Side,609738,Lincoln Park HS,"2,233",615,27.5,574,25.7,0,0.0,9,0.4,693,31.0,80,3.6,241,10.8,3,0.1,18,0.8,,,
HS Network - North-Northwest Side,609724,Mather HS,"1,710",381,22.3,238,13.9,2,0.1,9,0.5,629,36.8,31,1.8,412,24.1,7,0.4,1,0.1,,,
HS Network - North-Northwest Side,609749,Northside CPHS,"1,070",446,41.7,92,8.6,1,0.1,5,0.5,248,23.2,43,4.0,229,21.4,4,0.4,2,0.2,,,
HS Network - North-Northwest Side,609744,Northside Lrn Ctr HS,289,47,16.3,92,31.8,1,0.3,1,0.3,134,46.4,2,0.7,12,4.2,0,0.0,0,0.0,,,
HS Network - North-Northwest Side,610101,Ogden,729,340,46.6,121,16.6,0,0.0,5,0.7,105,14.4,45,6.2,102,14.0,0,0.0,11,1.5,,,
HS Network - North-Northwest Side,610529,Ogden HS,763,193,25.3,253,33.2,4,0.5,5,0.7,230,30.1,33,4.3,38,5.0,1,0.1,6,0.8,,,
HS Network - North-Northwest Side,609680,Payton CPHS,859,317,36.9,184,21.4,1,0.1,3,0.3,214,24.9,50,5.8,71,8.3,2,0.2,17,2.0,,,
HS Network - North-Northwest Side,609679,Prosser HS,"1,475",62,4.2,354,24.0,0,0.0,7,0.5,"1,037",70.3,6,0.4,8,0.5,1,0.1,0,0.0,,,
HS Network - North-Northwest Side,610390,Rickover Naval HS,479,44,9.2,71,14.8,0,0.0,2,0.4,340,71.0,3,0.6,18,3.8,1,0.2,0,0.0,,,
HS Network - North-Northwest Side,609728,Roosevelt HS,"1,504",96,6.4,149,9.9,2,0.1,7,0.5,"1,114",74.1,6,0.4,98,6.5,1,0.1,31,2.1,,,
HS Network - North-Northwest Side,609729,Schurz HS,"2,395",139,5.8,205,8.6,1,0.0,14,0.6,"1,948",81.3,14,0.6,26,1.1,4,0.2,44,1.8,,,
HS Network - North-Northwest Side,609730,Senn HS,"1,045",83,7.9,306,29.3,0,0.0,5,0.5,472,45.2,31,3.0,139,13.3,5,0.5,4,0.4,,,
HS Network - North-Northwest Side,609732,Steinmetz HS,"1,823",200,11.0,232,12.7,0,0.0,11,0.6,"1,328",72.8,9,0.5,36,2.0,2,0.1,5,0.3,,,
HS Network - North-Northwest Side,609733,Sullivan HS,812,38,4.7,347,42.7,0,0.0,4,0.5,276,34.0,15,1.8,124,15.3,1,0.1,7,0.9,,,
HS Network - North-Northwest Side,609734,Taft HS,"3,098","1,492",48.2,72,2.3,4,0.1,13,0.4,"1,236",39.9,55,1.8,218,7.0,2,0.1,6,0.2,,,
HS Network - North-Northwest Side,610394,Uplift Community HS,411,9,2.2,346,84.2,0,0.0,0,0.0,37,9.0,9,2.2,10,2.4,0,0.0,0,0.0,,,
HS Network - North-Northwest Side,609766,Vaughn Occp HS,209,34,16.3,68,32.5,0,0.0,0,0.0,100,47.8,0,0.0,7,3.3,0,0.0,0,0.0,,,
HS Network - North-Northwest Side,609737,Von Steuben HS,"1,654",334,20.2,231,14.0,0,0.0,13,0.8,839,50.7,28,1.7,206,12.5,3,0.2,0,0.0,,,
HS Network - South Side,610381,Bronzeville Mil HS,529,0,0.0,524,99.1,0,0.0,0,0.0,3,0.6,0,0.0,1,0.2,1,0.2,0,0.0,,,
HS Network - South Side,609754,Chicago Mil Acad HS,466,7,1.5,348,74.7,0,0.0,1,0.2,93,20.0,17,3.6,0,0.0,0,0.0,0,0.0,,,
HS Network - South Side,609674,Chicago Voc HS,965,0,0.0,941,97.5,1,0.1,0,0.0,14,1.5,2,0.2,0,0.0,1,0.1,6,0.6,,,
HS Network - South Side,609676,Dunbar Voc HS,"1,328",1,0.1,"1,302",98.0,0,0.0,0,0.0,15,1.1,7,0.5,2,0.2,1,0.1,0,0.0,,,
HS Network - South Side,609736,Dyett HS,168,0,0.0,164,97.6,0,0.0,1,0.6,1,0.6,2,1.2,0,0.0,0,0.0,0,0.0,,,
HS Network - South Side,609769,Graham R. Trng CTR,116,4,3.4,62,53.4,0,0.0,0,0.0,46,39.7,1,0.9,3,2.6,0,0.0,0,0.0,,,
HS Network - South Side,609712,Hirsch HS,389,0,0.0,387,99.5,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,,,
HS Network - South Side,609713,Hyde Park HS,"1,249",1,0.1,"1,235",98.9,0,0.0,0,0.0,8,0.6,2,0.2,0,0.0,1,0.1,2,0.2,,,
