Area,School ID,Unit,School,Total,White No,White Pct,African American No,African American Pct,Native American/Alaskan No,Native American/Alaskan Pct,Asian/Pac Islander No,Asian/Pac Islander Pct,Hispanic No,Hispanic Pct,Multi-Racial No,Multi-Racial Pct,Asian No,Asian Pct,Hawaiian Pac Islander No,Hawaiian Pac Islander Pct,Na No,Na Pct
54,609753,1790,Chicago Agr Sci HS,593,180,30.4,256,43.2,4,0.7,0,0.0,116,19.6,33,5.6,3,0.5,1,0.2,0,0.0
54,609861,2820,Clissold,581,182,31.3,345,59.4,1,0.2,0,0.0,42,7.2,3,0.5,6,1.0,0,0.0,2,0.3
54,610170,5860,Columbia Explorers,"1,013",10,1.0,2,0.2,2,0.2,0,0.0,997,98.4,2,0.2,0,0.0,0,0.0,0,0.0
54,609756,1820,Curie HS,"3,457",121,3.5,391,11.3,19,0.5,10,0.3,"2,758",79.8,7,0.2,146,4.2,2,0.1,3,0.1
54,609879,2980,Dawes,"1,105",16,1.4,253,22.9,12,1.1,0,0.0,816,73.8,5,0.5,2,0.2,1,0.1,0,0.0
54,610402,6990,DeVry Advantage HS,221,17,7.7,104,47.1,1,0.5,0,0.0,83,37.6,6,2.7,10,4.5,0,0.0,0,0.0
54,609874,2950,Dirksen,741,531,71.7,29,3.9,2,0.3,0,0.0,115,15.5,9,1.2,52,7.0,1,0.1,2,0.3
54,609893,3080,Dore,590,227,38.5,16,2.7,0,0.0,0,0.0,325,55.1,4,0.7,4,0.7,2,0.3,12,2.0
54,610316,7450,Earhart,266,0,0.0,254,95.5,0,0.0,0,0.0,1,0.4,7,2.6,0,0.0,0,0.0,4,1.5
54,609898,3140,Eberhart,"1,781",37,2.1,98,5.5,4,0.2,0,0.0,"1,636",91.9,6,0.3,0,0.0,0,0.0,0,0.0
54,609912,3280,Farnsworth,595,248,41.7,13,2.2,2,0.3,0,0.0,256,43.0,13,2.2,63,10.6,0,0.0,0,0.0
54,609930,3460,Funston,648,2,0.3,81,12.5,3,0.5,0,0.0,558,86.1,4,0.6,0,0.0,0,0.0,0,0.0
54,610009,4160,Galileo Magnet,616,66,10.7,128,20.8,2,0.3,0,0.0,374,60.7,13,2.1,29,4.7,4,0.6,0,0.0
54,609942,3560,Goethe,787,74,9.4,25,3.2,13,1.7,0,0.0,656,83.4,13,1.7,2,0.3,1,0.1,3,0.4
54,609949,3620,Gray,"1,282",157,12.2,24,1.9,9,0.7,0,0.0,"1,048",81.7,14,1.1,29,2.3,1,0.1,0,0.0
54,609952,3650,Greene N.,630,27,4.3,5,0.8,1,0.2,0,0.0,582,92.4,4,0.6,9,1.4,0,0.0,2,0.3
54,609956,3680,Grimes,474,78,16.5,4,0.8,1,0.2,0,0.0,384,81.0,3,0.6,4,0.8,0,0.0,0,0.0
54,609944,3580,Grissom,312,74,23.7,19,6.1,4,1.3,0,0.0,214,68.6,1,0.3,0,0.0,0,0.0,0,0.0
54,609959,3700,Haines,704,0,0.0,44,6.3,0,0.0,0,0.0,2,0.3,4,0.6,653,92.8,1,0.1,0,0.0
54,609960,3710,Hale,877,238,27.1,5,0.6,8,0.9,1,0.1,601,68.5,8,0.9,6,0.7,0,0.0,10,1.1
54,609969,3780,Harte,359,15,4.2,313,87.2,0,0.0,0,0.0,22,6.1,1,0.3,8,2.2,0,0.0,0,0.0
54,609979,3880,Healy,"1,365",179,13.1,11,0.8,0,0.0,51,3.7,340,24.9,14,1.0,743,54.4,0,0.0,27,2.0
54,609988,3940,Henry,636,15,2.4,24,3.8,5,0.8,0,0.0,566,89.0,2,0.3,21,3.3,2,0.3,1,0.2
54,610002,4080,Hoyne,275,0,0.0,260,94.5,0,0.0,0,0.0,10,3.6,5,1.8,0,0.0,0,0.0,0,0.0
54,610060,4690,Jackson A. Magnet,550,140,25.5,111,20.2,2,0.4,1,0.2,140,25.5,18,3.3,138,25.1,0,0.0,0,0.0
54,610011,4180,Jamieson,796,254,31.9,53,6.7,6,0.8,0,0.0,240,30.2,25,3.1,218,27.4,0,0.0,0,0.0
54,609678,1060,Jones CPHS,847,228,26.9,207,24.4,5,0.6,3,0.4,279,32.9,29,3.4,96,11.3,0,0.0,0,0.0
54,610016,4240,Kellogg,301,42,14.0,214,71.1,3,1.0,0,0.0,12,4.0,29,9.6,0,0.0,1,0.3,0,0.0
54,609751,1760,King CPHS,936,7,0.7,879,93.9,0,0.0,0,0.0,36,3.8,2,0.2,12,1.3,0,0.0,0,0.0
54,609719,1430,Lake View HS,"1,553",221,14.2,172,11.1,22,1.4,3,0.2,947,61.0,17,1.1,166,10.7,4,0.3,1,0.1
54,609720,1440,Lane Tech HS,"4,165","1,201",28.8,395,9.5,27,0.6,0,0.0,"1,950",46.8,130,3.1,452,10.9,7,0.2,3,0.1
54,610520,8040,LaSalle II Magnet,486,141,29.0,94,19.3,2,0.4,0,0.0,226,46.5,11,2.3,12,2.5,0,0.0,0,0.0
54,609738,1620,Lincoln Park HS,"2,228",591,26.5,610,27.4,11,0.5,0,0.0,662,29.7,80,3.6,269,12.1,5,0.2,0,0.0
54,610391,7110,Lindblom MSHS,872,18,2.1,638,73.2,2,0.2,0,0.0,199,22.8,7,0.8,4,0.5,3,0.3,1,0.1
54,610046,4560,Lyon,"1,353",72,5.3,25,1.8,16,1.2,0,0.0,"1,211",89.5,8,0.6,21,1.6,0,0.0,0,0.0
54,610054,4630,Marsh,866,9,1.0,51,5.9,3,0.3,0,0.0,792,91.5,3,0.3,2,0.2,0,0.0,6,0.7
54,610066,4750,McDade Classical,199,3,1.5,193,97.0,0,0.0,0,0.0,1,0.5,0,0.0,2,1.0,0,0.0,0,0.0
54,610073,4840,Mitchell,328,38,11.6,43,13.1,5,1.5,0,0.0,232,70.7,3,0.9,2,0.6,4,1.2,1,0.3
54,610082,4940,Mt Greenwood,837,647,77.3,20,2.4,7,0.8,0,0.0,141,16.8,11,1.3,7,0.8,4,0.5,0,0.0
54,610090,5030,Murray Magnet,520,63,12.1,360,69.2,2,0.4,0,0.0,27,5.2,41,7.9,27,5.2,0,0.0,0,0.0
54,610095,5080,Newberry Magnet,556,167,30.0,174,31.3,1,0.2,0,0.0,165,29.7,17,3.1,31,5.6,1,0.2,0,0.0
54,609691,1140,North-Grand HS,875,11,1.3,41,4.7,0,0.0,0,0.0,819,93.6,2,0.2,2,0.2,0,0.0,0,0.0
54,609749,1740,Northside CPHS,"1,086",432,39.8,61,5.6,9,0.8,3,0.3,251,23.1,36,3.3,289,26.6,5,0.5,0,0.0
54,610101,5150,Ogden,463,187,40.4,101,21.8,7,1.5,2,0.4,80,17.3,29,6.3,52,11.2,2,0.4,3,0.6
54,610529,8083,Ogden HS,532,125,23.5,190,35.7,4,0.8,1,0.2,151,28.4,30,5.6,21,3.9,0,0.0,10,1.9
54,610104,5190,Onahan,642,406,63.2,10,1.6,5,0.8,0,0.0,183,28.5,25,3.9,12,1.9,1,0.2,0,0.0
54,610105,5200,Oriole Park,654,462,70.6,5,0.8,0,0.0,19,2.9,121,18.5,14,2.1,30,4.6,0,0.0,3,0.5
54,610117,5310,Pasteur,"1,175",72,6.1,8,0.7,7,0.6,0,0.0,"1,068",90.9,12,1.0,8,0.7,0,0.0,0,0.0
54,609680,1090,Payton CPHS,892,299,33.5,215,24.1,4,0.4,2,0.2,229,25.7,46,5.2,92,10.3,2,0.2,3,0.3
54,610126,5400,Pershing E. Magnet,230,2,0.9,212,92.2,0,0.0,0,0.0,5,2.2,3,1.3,7,3.0,0,0.0,1,0.4
54,610137,5510,Prussing,666,334,50.2,9,1.4,2,0.3,0,0.0,264,39.6,11,1.7,38,5.7,2,0.3,6,0.9
54,610141,5550,Ravenswood,472,152,32.2,64,13.6,0,0.0,0,0.0,222,47.0,16,3.4,13,2.8,2,0.4,3,0.6
54,610142,5560,Ray,640,118,18.4,330,51.6,6,0.9,0,0.0,63,9.8,31,4.8,84,13.1,0,0.0,8,1.3
54,610250,6720,Salazar Bilingual,438,15,3.4,70,16.0,1,0.2,0,0.0,344,78.5,2,0.5,6,1.4,0,0.0,0,0.0
54,610155,5690,Sauganash,550,282,51.3,10,1.8,3,0.5,1,0.2,148,26.9,17,3.1,87,15.8,2,0.4,0,0.0
54,610157,5710,Sawyer,"2,004",22,1.1,11,0.5,1,0.0,0,0.0,"1,951",97.4,3,0.1,0,0.0,0,0.0,16,0.8
54,610158,5720,Sayre,606,64,10.6,250,41.3,4,0.7,0,0.0,257,42.4,22,3.6,7,1.2,1,0.2,1,0.2
54,610383,7600,Sch Of Social Justice HS,368,1,0.3,47,12.8,1,0.3,0,0.0,319,86.7,0,0.0,0,0.0,0,0.0,0,0.0
54,610167,5820,Seward,872,8,0.9,4,0.5,0,0.0,0,0.0,846,97.0,0,0.0,0,0.0,0,0.0,14,1.6
54,610081,4920,Sheridan Magnet,536,177,33.0,86,16.0,3,0.6,3,0.6,115,21.5,15,2.8,137,25.6,0,0.0,0,0.0
54,610174,5910,Shields,"1,828",19,1.0,18,1.0,10,0.5,0,0.0,"1,763",96.4,4,0.2,1,0.1,2,0.1,11,0.6
54,610177,5940,Skinner Classical,728,122,16.8,334,45.9,3,0.4,4,0.5,83,11.4,31,4.3,147,20.2,0,0.0,4,0.5
54,610179,5960,Smyser,"1,012",379,37.5,12,1.2,4,0.4,0,0.0,571,56.4,8,0.8,37,3.7,1,0.1,0,0.0
54,610182,5980,Solomon,373,168,45.0,8,2.1,0,0.0,0,0.0,65,17.4,8,2.1,124,33.2,0,0.0,0,0.0
54,610184,6010,Spry,811,6,0.7,1,0.1,0,0.0,0,0.0,804,99.1,0,0.0,0,0.0,0,0.0,0,0.0
54,610357,7930,Spry Comm Links HS,186,2,1.1,0,0.0,0,0.0,0,0.0,184,98.9,0,0.0,0,0.0,0,0.0,0,0.0
54,610191,6070,Stone Magnet,635,209,32.9,115,18.1,7,1.1,0,0.0,122,19.2,29,4.6,152,23.9,1,0.2,0,0.0
54,610194,6110,Sumner,443,0,0.0,436,98.4,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,5,1.1
54,610195,6120,Sutherland,776,329,42.4,362,46.6,1,0.1,0,0.0,59,7.6,18,2.3,4,0.5,0,0.0,3,0.4
54,610249,6680,Talman,376,3,0.8,7,1.9,0,0.0,0,0.0,366,97.3,0,0.0,0,0.0,0,0.0,0,0.0
54,610206,6240,Twain,"1,129",277,24.5,8,0.7,1,0.1,0,0.0,831,73.6,4,0.4,6,0.5,1,0.1,1,0.1
54,609871,2920,Vick EC Ctr,235,152,64.7,39,16.6,0,0.0,0,0.0,33,14.0,7,3.0,4,1.7,0,0.0,0,0.0
54,610217,6330,Ward J.,444,13,2.9,87,19.6,4,0.9,11,2.5,59,13.3,9,2.0,260,58.6,0,0.0,1,0.2
54,610219,6360,Washington G.,784,73,9.3,18,2.3,14,1.8,0,0.0,667,85.1,10,1.3,1,0.1,0,0.0,1,0.1
54,610124,5380,Washington H.,557,0,0.0,553,99.3,0,0.0,0,0.0,3,0.5,1,0.2,0,0.0,0,0.0,0,0.0
54,610230,6470,Wildwood Magnet,411,214,52.1,29,7.1,1,0.2,1,0.2,117,28.5,14,3.4,32,7.8,3,0.7,0,0.0
54,609755,1810,Young Magnet HS,"2,162",630,29.1,580,26.8,17,0.8,8,0.4,468,21.6,85,3.9,372,17.2,2,0.1,0,0.0
54,609973,3820,Zapata,961,0,0.0,4,0.4,0,0.0,0,0.0,957,99.6,0,0.0,0,0.0,0,0.0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,
District Totals,,District Totals,,"402,681","34,562",8.6,"171,462",42.6,"1,601",0.4,257,0.1,"175,803",43.7,"4,342",1.1,"12,999",3.2,407,0.1,"1,248",0.3
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
*  Prologue - Johnston was opened late and did not have enrolled students as of the twenty day of school,,,,,,,,,,,,,,,,,,,,,,
