,School Year,School ID,School Name,Homeroom,Count of Suspension Events,Dummy Room number to remove names,Original Homeroom
31496,2010-2011,610324,GLOBAL VISIONS HS,A407,66,,A407
31497,2010-2011,610371,IDOC/HEALY HS,A408,66,,A408
31498,2011-2012,609704,FARRAGUT HS,A203,66,,A203
31499,2011-2012,609732,STEINMETZ  HS,A206,66,,A206
31500,2011-2012,609885,DEWEY,A208,66,,A208
31501,2011-2012,609900,CURTIS,A209,66,,A209
31502,2012-2013,609735,TILDEN HS,A215,66,,A215
31503,2012-2013,609762,JULIAN HS,A216,66,,A216
31504,2012-2013,609790,BARTON,A300,66,,A300
31505,2012-2013,610277,OVERTON,A301,66,,A301
31506,2013-2014,609693,GEORGE WESTINGHOUSE HS,A302,66,,A302
31507,2013-2014,609704,FARRAGUT HS,A303,66,,A303
31508,2013-2014,609754,CHGO MILITARY ACAD HS,A304,66,,A304
31509,2013-2014,609987,HENDRICKS,A306,66,,A306
31510,2013-2014,610175,SHOESMITH,A307,66,,A307
31511,2013-2014,610357,SPRY HS,A308,66,,A308
31512,2014-2015,609723,MARSHALL HS,A309,66,,A309
31513,2014-2015,610334,RABY HS,A310,66,,A310
31514,2014-2015,610558,GOODE ACAD HS,A312,66,,A312
31515,2010-2011,609762,JULIAN HS,A101,67,,A101
31516,2010-2011,609913,GOODLOW,A103,67,,A103
31517,2010-2011,610006,HURLEY,A105,67,,A105
31518,2011-2012,609716,KELVYN PARK HS,A106,67,,A106
31519,2011-2012,609716,KELVYN PARK HS,A107,67,,A107
31520,2011-2012,609754,CHGO MILITARY ACAD HS,A108,67,,A108
31521,2011-2012,609811,BRIGHT,A200,67,,A200
31522,2011-2012,610121,IRVING,A203,67,,A203
31523,2011-2012,610143,REAVIS,A204,67,,A204
31524,2011-2012,610246,BEASLEY,A205,67,,A205
31525,2012-2013,609713,HYDE PARK HS,A208,67,,A208
31526,2012-2013,610158,SAYRE,A300,67,,A300
31527,2013-2014,609704,FARRAGUT HS,A301,67,,A301
31528,2013-2014,609713,HYDE PARK HS,A304,67,,A304
31529,2013-2014,609713,HYDE PARK HS,A201,67,,A201
31530,2013-2014,609759,CLEMENTE HS,A203,67,,A203
31531,2013-2014,609981,HEARST,A206,67,,A206
31532,2013-2014,610192,STOWE,A213,67,,A213
31533,2014-2015,610357,SPRY HS,B302,67,,B302
31534,2014-2015,610558,GOODE ACAD HS,B303,67,,B303
31535,2010-2011,609710,HARLAN HS,B304,68,,B304
31536,2010-2011,609718,KENNEDY HS,B305,68,,B305
31537,2010-2011,609730,SENN HS,B306,68,,B306
31538,2010-2011,610021,CASALS,B308,68,,B308
31539,2010-2011,610276,MOLLISON,A204,68,,A204
31540,2011-2012,609754,CHGO MILITARY ACAD HS,A301,68,,A301
31541,2011-2012,610192,STOWE,A303,68,,A303
31542,2011-2012,610374,ROBESON AA HS,A305,68,,A305
31543,2012-2013,610000,HOWE,A307,68,,A307
31544,2013-2014,609712,HIRSCH HS,A308,68,,A308
31545,2013-2014,609735,TILDEN HS,A401,68,,A401
31546,2013-2014,610342,SABIN,A402,68,,A402
31547,2013-2014,610389,ORR HS,A403,68,,A403
31548,2014-2015,609691,NORTH-GRAND HS,A405,68,,A405
31549,2014-2015,609727,PHILLIPS HS,A406,68,,A406
31550,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A407,68,,A407
31551,2010-2011,609675,CHICAGO AA HS,A307,69,,A307
31552,2010-2011,609723,MARSHALL HS,A401,69,,A401
31553,2010-2011,609759,CLEMENTE HS,A405,69,,A405
31554,2010-2011,609762,JULIAN HS,A407,69,,A407
31555,2010-2011,609869,LANGFORD,cpc3,69,,cpc3
31556,2010-2011,610180,SMYTH,A101,69,,A101
31557,2010-2011,610281,POWELL,A103,69,,A103
31558,2010-2011,610285,WOODS,A106,69,,A106
31559,2010-2011,610293,MELODY,A108,69,,A108
31560,2010-2011,610390,RICKOVER HS,A201,69,,A201
31561,2010-2011,610506,TEAM HS,A202,69,,A202
31562,2011-2012,609716,KELVYN PARK HS,A204,69,,A204
31563,2011-2012,609732,STEINMETZ  HS,A206,69,,A206
31564,2011-2012,609754,CHGO MILITARY ACAD HS,A207,69,,A207
31565,2012-2013,609695,AMUNDSEN HS,A208,69,,A208
31566,2012-2013,609722,MANLEY HS,A209,69,,A209
31567,2012-2013,610334,RABY HS,A210,69,,A210
31568,2013-2014,609732,STEINMETZ COLLEGE PREP HS,A211,69,,A211
31569,2013-2014,609865,JORDAN,A201,69,,A201
31570,2013-2014,610503,FRAZIER PROSPECTIVE,A206,69,,A206
31571,2014-2015,609676,DUNBAR HS,A300,69,,A300
31572,2014-2015,609712,HIRSCH HS,A301,69,,A301
31573,2014-2015,609723,MARSHALL HS,A302,69,,A302
31574,2014-2015,609723,MARSHALL HS,A304,69,,A304
31575,2014-2015,610518,VOISE HS,A305,69,,A305
31576,2010-2011,609704,FARRAGUT HS,A306,70,,A306
31577,2010-2011,610027,KIPLING,A307,70,,A307
31578,2010-2011,610277,OVERTON,A210,70,,A210
31579,2011-2012,609704,FARRAGUT HS,A214,70,,A214
31580,2011-2012,609704,FARRAGUT HS,A217,70,,A217
31581,2011-2012,609710,HARLAN HS,A222,70,,A222
31582,2012-2013,609676,DUNBAR HS,A224,70,,A224
31583,2012-2013,609722,MANLEY HS,A225,70,,A225
31584,2012-2013,609898,EBERHART,A226,70,,A226
31585,2012-2013,610091,"BROWN, R",A312,70,,A312
31586,2013-2014,609924,FORT DEARBORN,A314,70,,A314
31587,2013-2014,610389,ORR HS,A317,70,,A317
31588,2014-2015,609723,MARSHALL HS,A320,70,,A320
31589,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A322,70,,A322
31590,2010-2011,609718,KENNEDY HS,A324,71,,A324
31591,2010-2011,609885,DEWEY,A102,71,,A102
31592,2011-2012,400018,AUSTIN BUS & ENTRP HS,A129,71,,A129
31593,2011-2012,400018,AUSTIN BUS & ENTRP HS,A206,71,,A206
31594,2011-2012,609704,FARRAGUT HS,A211,71,,A211
31595,2011-2012,609716,KELVYN PARK HS,A213,71,,A213
31596,2011-2012,609797,BEIDLER,A225,71,,A225
31597,2011-2012,610160,SONGHAI,A229,71,,A229
31598,2011-2012,610200,"THORP, J",A233,71,,A233
31599,2012-2013,609682,RICHARDS HS,A234,71,,A234
31600,2012-2013,609713,HYDE PARK HS,A313,71,,A313
31601,2013-2014,609676,DUNBAR HS,A320,71,,A320
31602,2013-2014,609691,NORTH-GRAND HS,A333,71,,A333
31603,2013-2014,609713,HYDE PARK HS,A213,71,,A213
31604,2014-2015,609723,MARSHALL HS,A302,71,,A302
31605,2014-2015,609739,WASHINGTON HS,A303,71,,A303
31606,2010-2011,400068,PLATO CONTR,A304,72,,A304
31607,2010-2011,609712,HIRSCH HS,A114,72,,A114
31608,2010-2011,610116,PARKSIDE,A115,72,,A115
31609,2010-2011,610374,ROBESON AA HS,A116,72,,A116
31610,2011-2012,400091,CHICAGO TECH ACADEMY,A117,72,,A117
31611,2011-2012,400095,GARFIELD PARK CONTR,A203,72,,A203
31612,2011-2012,609691,NORTH-GRAND HS,A208,72,,A208
31613,2011-2012,609716,KELVYN PARK HS,A210,72,,A210
31614,2011-2012,609732,STEINMETZ  HS,A213,72,,A213
31615,2012-2013,609676,DUNBAR HS,A216,72,,A216
31616,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A217,72,,A217
31617,2012-2013,609793,NICHOLSON TECH ACAD,A-203,72,,A-203
31618,2012-2013,609927,FOSTER PARK,A202,72,,A202
31619,2012-2013,609990,SOUTH LOOP,A203,72,,A203
31620,2013-2014,609710,HARLAN HS,A205,72,,A205
31621,2013-2014,609873,CROWN,A208,72,,A208
31622,2013-2014,610513,AIR FORCE HS,A301,72,,A301
31623,2014-2015,609676,DUNBAR HS,A304,72,,A304
31624,2014-2015,609723,MARSHALL HS,B207,72,,B207
31625,2010-2011,609710,HARLAN HS,A202,73,,A202
31626,2010-2011,609718,KENNEDY HS,A204,73,,A204
31627,2010-2011,610100,WEST PARK,A205,73,,A205
31628,2010-2011,610502,MARINE MILITARY HS,A211,73,,A211
31629,2011-2012,609716,KELVYN PARK HS,A213,73,,A213
31630,2011-2012,610193,NEW SULLIVAN,A214,73,,A214
31631,2011-2012,610238,BOND,A302,73,,A302
31632,2012-2013,609713,HYDE PARK HS,A304,73,,A304
31633,2012-2013,610055,FARADAY,A305,73,,A305
31634,2012-2013,610389,ORR HS,A307,73,,A307
31635,2013-2014,609837,CARNEGIE,A308,73,,A308
31636,2013-2014,610044,LOWELL,A309,73,,A309
31637,2014-2015,609676,DUNBAR HS,A110,73,,A110
31638,2014-2015,609676,DUNBAR HS,A203,73,,A203
31639,2014-2015,609723,MARSHALL HS,A204,73,,A204
31640,2014-2015,609723,MARSHALL HS,A205,73,,A205
31641,2014-2015,609727,PHILLIPS HS,A206,73,,A206
31642,2014-2015,609739,WASHINGTON HS,A210,73,,A210
31643,2014-2015,610518,VOISE HS,A213,73,,A213
31644,2010-2011,609709,GAGE PARK HS,A304,74,,A304
31645,2010-2011,609723,MARSHALL HS,8,74,,223
31646,2010-2011,609864,COOK,A212,74,,A212
31647,2010-2011,610374,ROBESON AA HS,A214,74,,A214
31648,2011-2012,609716,KELVYN PARK HS,A310,74,,A310
31649,2012-2013,609722,MANLEY HS,A312,74,,A312
31650,2013-2014,609704,FARRAGUT HS,A314,74,,A314
31651,2013-2014,609705,FENGER HS,A113,74,,A113
31652,2013-2014,609713,HYDE PARK HS,A204,74,,A204
31653,2013-2014,609812,"BROWN, W",A301,74,,A301
31654,2014-2015,610394,UPLIFT HS,A302,74,,A302
31655,2010-2011,609704,FARRAGUT HS,A304,75,,A304
31656,2010-2011,609718,KENNEDY HS,A309,75,,A309
31657,2010-2011,609733,SULLIVAN HS,A311,75,,A311
31658,2010-2011,609754,CHGO MILITARY ACAD HS,A312,75,,A312
31659,2010-2011,609790,BARTON,A501,75,,A501
31660,2011-2012,609716,KELVYN PARK HS,A601,75,,A601
31661,2011-2012,609897,EARLE,A701,75,,A701
31662,2012-2013,609737,VON STEUBEN HS,A801,75,,A801
31663,2012-2013,609864,COOK,A107,75,,A107
31664,2012-2013,610112,PARKER,A109,75,,A109
31665,2013-2014,609713,HYDE PARK HS,A201,75,,A201
31666,2013-2014,609737,VON STEUBEN HS,A202,75,,A202
31667,2013-2014,609753,CHGO AGR HS,A203,75,,A203
31668,2013-2014,609864,COOK,A204,75,,A204
31669,2013-2014,610293,MELODY,A209,75,,A209
31670,2014-2015,609691,NORTH-GRAND HS,A303,75,,A303
31671,2014-2015,610558,GOODE ACAD HS,A311,75,,A311
31672,2010-2011,609709,GAGE PARK HS,A312,76,,A312
31673,2010-2011,609723,MARSHALL HS,A313,76,,A313
31674,2010-2011,609723,MARSHALL HS,A315,76,,A315
31675,2011-2012,400018,AUSTIN BUS & ENTRP HS,A317,76,,A317
31676,2011-2012,609716,KELVYN PARK HS,A222,76,,A222
31677,2011-2012,609716,KELVYN PARK HS,A228,76,,A228
31678,2011-2012,609862,COLES,A233,76,,A233
31679,2012-2013,609978,SMITH,A235,76,,A235
31680,2012-2013,610085,NEAR NORTH,A311,76,,A311
31681,2012-2013,610334,RABY HS,A313,76,,A313
31682,2013-2014,609705,FENGER HS,A315,76,,A315
31683,2013-2014,609732,STEINMETZ COLLEGE PREP HS,A319,76,,A319
31684,2013-2014,610021,CASALS,A321,76,,A321
31685,2013-2014,610227,WHITNEY,A323,76,,A323
31686,2014-2015,609955,GRESHAM,A327,76,,A327
31687,2014-2015,610323,BOWEN HS,A329,76,,A329
31688,2010-2011,609713,HYDE PARK HS,A331,77,,A331
31689,2010-2011,609718,KENNEDY HS,A102,77,,A102
31690,2010-2011,609743,PHILLIPS AA HS,A106,77,,A106
31691,2011-2012,400018,AUSTIN BUS & ENTRP HS,A108,77,,A108
31692,2011-2012,609704,FARRAGUT HS,A114,77,,A114
31693,2011-2012,609732,STEINMETZ  HS,8,77,,143
31694,2011-2012,609756,CURIE HS,8,77,,146
31695,2011-2012,610037,LIBBY,8,77,,231
31696,2011-2012,610100,WEST PARK,8,77,,314
31697,2012-2013,609713,HYDE PARK HS,A101-6,77,,A101-6
31698,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A101-7,77,,A101-7
31699,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A102,77,,A102
31700,2012-2013,609903,EDWARDS,A104,77,,A104
31701,2013-2014,609713,HYDE PARK HS,A201,77,,A201
31702,2013-2014,610390,RICKOVER HS,A203,77,,A203
31703,2010-2011,610067,MCKAY,A204,78,,A204
31704,2010-2011,610096,NIGHTINGALE,A205,78,,A205
31705,2010-2011,610102,OGLESBY,A206,78,,A206
31706,2011-2012,610257,MORTON,A301,78,,A301
31707,2012-2013,400095,GARFIELD PARK,A302,78,,A302
31708,2012-2013,610369,"JACKSON, M",A307,78,,A307
31709,2012-2013,610502,MARINE MILITARY HS,A308,78,,A308
31710,2013-2014,609713,HYDE PARK HS,8,78,,406
31711,2013-2014,609727,PHILLIPS HS,8,78,,408
31712,2013-2014,609762,JULIAN HS,8,78,,410
31713,2013-2014,610158,SAYRE,8,78,,414
31714,2013-2014,610380,"WILLIAMS, D",8,78,,415
31715,2010-2011,609709,GAGE PARK HS,8,79,,416
31716,2010-2011,609762,JULIAN HS,8,79,,420
31717,2010-2011,609833,CALDWELL,8,79,,500
31718,2010-2011,609928,FULLER,8,79,,501
31719,2010-2011,610263,DULLES,8,79,,502
31720,2011-2012,609716,KELVYN PARK HS,8,79,,503
31721,2011-2012,609736,DYETT HS,8,79,,600
31722,2011-2012,610176,SHOOP,8,79,,601
31723,2011-2012,610323,NEW MILLENNIUM HS,8,79,,602
31724,2011-2012,610375,TILDEN AA HS,8,79,,603
31725,2012-2013,610271,JENSEN,8,79,,700
31726,2013-2014,610345,WOODSON,8,79,,701
31727,2014-2015,610501,AUSTIN POLY HS,8,79,,702
31728,2010-2011,609715,KELLY HS,8,80,,703
31729,2010-2011,609723,MARSHALL HS,8,80,,704
31730,2010-2011,609762,JULIAN HS,8,80,,710
31731,2010-2011,609961,HEROES,8,80,,800
31732,2010-2011,610075,MONTEFIORE,8,80,,801
31733,2010-2011,610156,"ARMSTRONG, L",8,80,,802
31734,2011-2012,610240,HENSON,8,80,,803
31735,2012-2013,610521,"DAVIS, M",8,80,,810
31736,2013-2014,609727,PHILLIPS HS,A214,80,,A214
31737,2014-2015,400018,AUSTIN BUS & ENTRP HS,A312,80,,A312
31738,2014-2015,609727,PHILLIPS HS,A803 MW,80,,A803 MW
31739,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A807,80,,A807
31740,2010-2011,609891,DOOLITTLE,,81,,
31741,2010-2011,609968,MCAULIFFE,A102,81,,A102
31742,2011-2012,609716,KELVYN PARK HS,A104,81,,A104
31743,2011-2012,609883,DENEEN,A106,81,,A106
31744,2011-2012,610061,MAYO,A204,81,,A204
31745,2011-2012,610183,SPENCER TECH ACAD,A206,81,,A206
31746,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A214,81,,A214
31747,2012-2013,609938,GARY,A216,81,,A216
31748,2012-2013,610134,POPE,A302,81,,A302
31749,2012-2013,610502,MARINE MILITARY HS,A306,81,,A306
31750,2013-2014,609676,DUNBAR HS,A308,81,,A308
31751,2013-2014,609704,FARRAGUT HS,A310,81,,A310
31752,2013-2014,609713,HYDE PARK HS,A312,81,,A312
31753,2014-2015,609676,DUNBAR HS,B207,81,,B207
31754,2014-2015,609705,FENGER HS,B209,81,,B209
31755,2014-2015,609705,FENGER HS,A200,81,,A200
31756,2014-2015,610323,BOWEN HS,A202,81,,A202
31757,2014-2015,610389,ORR HS,A204,81,,A204
31758,2014-2015,610394,UPLIFT HS,A210,81,,A210
31759,2010-2011,609704,FARRAGUT HS,A212,82,,A212
31760,2010-2011,609704,FARRAGUT HS,A214,82,,A214
31761,2010-2011,609779,"ARMSTRONG, G",A305,82,,A305
31762,2010-2011,609805,JOPLIN,A311,82,,A311
31763,2010-2011,609839,CARROLL,A312,82,,A312
31764,2010-2011,609997,HOLMES,A314,82,,A314
31765,2011-2012,609704,FARRAGUT HS,,82,,
31766,2011-2012,609955,GRESHAM,A561,82,,A561
31767,2012-2013,609713,HYDE PARK HS,A562,82,,A562
31768,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A563,82,,A563
31769,2013-2014,609676,DUNBAR HS,A564,82,,A564
31770,2013-2014,609676,DUNBAR HS,A565,82,,A565
31771,2013-2014,609730,SENN HS,A566,82,,A566
31772,2013-2014,609762,JULIAN HS,A567,82,,A567
31773,2013-2014,609968,MCAULIFFE,A661,82,,A661
31774,2013-2014,610271,JENSEN,A662,82,,A662
31775,2010-2011,609762,JULIAN HS,A663,83,,A663
31776,2010-2011,609762,JULIAN HS,A664,83,,A664
31777,2010-2011,609938,GARY,A665,83,,A665
31778,2011-2012,400018,AUSTIN BUS & ENTRP HS,A666,83,,A666
31779,2011-2012,609704,FARRAGUT HS,A667,83,,A667
31780,2011-2012,609710,HARLAN HS,A761,83,,A761
31781,2011-2012,609716,KELVYN PARK HS,A762,83,,A762
31782,2011-2012,610116,PARKSIDE,A763,83,,A763
31783,2011-2012,610227,WHITNEY,A764,83,,A764
31784,2012-2013,610251,CATHER,A765,83,,A765
31785,2012-2013,610396,TARKINGTON,A766,83,,A766
31786,2013-2014,609712,HIRSCH HS,A767,83,,A767
31787,2013-2014,610323,BOWEN HS,A861,83,,A861
31788,2014-2015,609723,MARSHALL HS,A862,83,,A862
31789,2014-2015,609727,PHILLIPS HS,A863,83,,A863
31790,2014-2015,609727,PHILLIPS HS,A864,83,,A864
31791,2010-2011,610020,KEY,A865,84,,A865
31792,2010-2011,610152,RUGGLES,A866,84,,A866
31793,2011-2012,609716,KELVYN PARK HS,A867,84,,A867
31794,2011-2012,610051,NORTHWEST,A206,84,,A206
31795,2012-2013,609902,METCALFE,A302,84,,A302
31796,2013-2014,609727,PHILLIPS HS,A303,84,,A303
31797,2013-2014,609902,METCALFE,A304,84,,A304
31798,2010-2011,609754,CHGO MILITARY ACAD HS,A308,85,,A308
31799,2010-2011,610241,MARCONI,A310,85,,A310
31800,2011-2012,609716,KELVYN PARK HS,A312,85,,A312
31801,2012-2013,609736,DYETT HS,A314,85,,A314
31802,2012-2013,610389,ORR HS,A315,85,,A315
31803,2013-2014,609947,GRAHAM,A316,85,,A316
31804,2013-2014,610100,WEST PARK,A501,85,,A501
31805,2013-2014,610126,PERSHING,A502,85,,A502
31806,2014-2015,609723,MARSHALL HS,A503,85,,A503
31807,2011-2012,609754,CHGO MILITARY ACAD HS,A504,86,,A504
31808,2011-2012,609873,CROWN,A601,86,,A601
31809,2011-2012,610103,O'KEEFFE,A602,86,,A602
31810,2012-2013,609722,MANLEY HS,A603,86,,A603
31811,2012-2013,610056,MASON,A604,86,,A604
31812,2013-2014,609753,CHGO AGR HS,A605,86,,A605
31813,2013-2014,609895,TURNER-DREW,A607,86,,A607
31814,2014-2015,609727,PHILLIPS HS,A691,86,,A691
31815,2014-2015,609739,WASHINGTON HS,A701,86,,A701
31816,2010-2011,609702,CRANE HS,A702,87,,A702
31817,2011-2012,609704,FARRAGUT HS,A703,87,,A703
31818,2011-2012,609754,CHGO MILITARY ACAD HS,A704,87,,A704
31819,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A705,87,,A705
31820,2012-2013,610299,HINTON,A791,87,,A791
31821,2013-2014,609713,HYDE PARK HS,A801,87,,A801
31822,2013-2014,609713,HYDE PARK HS,A803,87,,A803
31823,2013-2014,609768,HOPE HS,A804,87,,A804
31824,2013-2014,610389,ORR HS,A805,87,,A805
31825,2014-2015,609705,FENGER HS,8,87,,108
31826,2014-2015,609730,SENN HS,8,87,,110
31827,2010-2011,609723,MARSHALL HS,A101,88,,A101
31828,2010-2011,610074,MONROE,A103,88,,A103
31829,2010-2011,610367,DE PRIEST,A105,88,,A105
31830,2010-2011,610529,OGDEN HS,A202,88,,A202
31831,2011-2012,610334,RABY HS,A204,88,,A204
31832,2013-2014,610010,JAHN,A205,88,,A205
31833,2010-2011,400091,CHGO ADV CONTR HS,A206,89,,A206
31834,2010-2011,610058,MAY,A208,89,,A208
31835,2010-2011,610086,MOUNT VERNON,A211,89,,A211
31836,2010-2011,610365,BETHUNE,A212,89,,A212
31837,2011-2012,609913,GOODLOW,A303,89,,A303
31838,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A304,89,,A304
31839,2012-2013,609754,CHGO MILITARY ACAD HS,A305,89,,A305
31840,2012-2013,610365,BETHUNE,A306,89,,A306
31841,2012-2013,610532,HERNANDEZ,A307,89,,A307
31842,2013-2014,609676,DUNBAR HS,A309,89,,A309
31843,2013-2014,609732,STEINMETZ COLLEGE PREP HS,A310,89,,A310
31844,2014-2015,609676,DUNBAR HS,A311,89,,A311
31845,2014-2015,609723,MARSHALL HS,A202,89,,A202
31846,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A212,89,,A212
31847,2011-2012,609676,DUNBAR HS,A300,90,,A300
31848,2011-2012,610347,CLAREMONT,A301,90,,A301
31849,2012-2013,610200,"THORP, J",A303,90,,A303
31850,2012-2013,610389,ORR HS,A304,90,,A304
31851,2013-2014,609781,ATTUCKS,A306,90,,A306
31852,2013-2014,610521,"DAVIS, M",A308,90,,A308
31853,2014-2015,609676,DUNBAR HS,A310,90,,A310
31854,2014-2015,609727,PHILLIPS HS,A311,90,,A311
31855,2014-2015,609727,PHILLIPS HS,A313,90,,A313
31856,2010-2011,609723,MARSHALL HS,A202,91,,A202
31857,2010-2011,609997,HOLMES,A204,91,,A204
31858,2010-2011,610048,MANIERRE,A208,91,,A208
31859,2010-2011,610334,RABY HS,A212,91,,A212
31860,2011-2012,609704,FARRAGUT HS,A302,91,,A302
31861,2012-2013,610325,LOGANDALE,A303,91,,A303
31862,2012-2013,610530,SOUTHSHORE,A304,91,,A304
31863,2014-2015,609676,DUNBAR HS,A305,91,,A305
31864,2014-2015,609727,PHILLIPS HS,A312,91,,A312
31865,2014-2015,610501,AUSTIN POLY HS,100E,91,,100E
31866,2010-2011,609955,GRESHAM,8,92,,101
31867,2010-2011,610299,HINTON,8,92,,108
31868,2011-2012,609712,HIRSCH HS,A105,92,,A105
31869,2011-2012,609796,BEAUBIEN,A107,92,,A107
31870,2012-2013,609730,SENN HS,A109,92,,A109
31871,2012-2013,610285,WOODS,A110,92,,A110
31872,2013-2014,609676,DUNBAR HS,B101,92,,B101
31873,2013-2014,609676,DUNBAR HS,B200,92,,B200
31874,2013-2014,609732,STEINMETZ COLLEGE PREP HS,B204,92,,B204
31875,2013-2014,609862,COLES,B207,92,,B207
31876,2014-2015,609727,PHILLIPS HS,A114,92,,A114
31877,2010-2011,609723,MARSHALL HS,A115,93,,A115
31878,2010-2011,609723,MARSHALL HS,A118,93,,A118
31879,2010-2011,609754,CHGO MILITARY ACAD HS,A123,93,,A123
31880,2010-2011,609859,CLINTON,A221,93,,A221
31881,2011-2012,609710,HARLAN HS,A222,93,,A222
31882,2011-2012,609986,HENDERSON,A223,93,,A223
31883,2012-2013,609713,HYDE PARK HS,A224,93,,A224
31884,2012-2013,609728,ROOSEVELT HS,A225,93,,A225
31885,2012-2013,610297,SCHOOL OF LEADRSHP HS,A316,93,,A316
31886,2012-2013,610342,SABIN,A317,93,,A317
31887,2013-2014,609695,AMUNDSEN HS,A318,93,,A318
31888,2013-2014,609961,HEROES,A320,93,,A320
31889,2013-2014,610051,NORTHWEST,A302,93,,A302
31890,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A303,93,,A303
31891,2014-2015,610501,AUSTIN POLY HS,A304,93,,A304
31892,2010-2011,609853,CHASE,A202,94,,A202
31893,2010-2011,609943,GOMPERS,A217,94,,A217
31894,2010-2011,610108,O'TOOLE,A302,94,,A302
31895,2011-2012,609716,KELVYN PARK HS,A304,94,,A304
31896,2011-2012,609716,KELVYN PARK HS,A308,94,,A308
31897,2012-2013,609713,HYDE PARK HS,A309,94,,A309
31898,2012-2013,609754,CHGO MILITARY ACAD HS,A400,94,,A400
31899,2012-2013,610229,PRITZKER,A500,94,,A500
31900,2012-2013,610389,ORR HS,A600,94,,A600
31901,2013-2014,609713,HYDE PARK HS,A700,94,,A700
31902,2010-2011,609674,CHICAGO VOCATIONAL HS,A201,95,,A201
31903,2011-2012,609712,HIRSCH HS,A203,95,,A203
31904,2011-2012,609754,CHGO MILITARY ACAD HS,A210,95,,A210
31905,2011-2012,610231,NATIONAL TEACHERS,A212,95,,A212
31906,2012-2013,610020,KEY,A202,95,,A202
31907,2012-2013,610389,ORR HS,A203,95,,A203
31908,2013-2014,609815,BOUCHET,A204,95,,A204
31909,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A211,95,,A211
31910,2010-2011,609704,FARRAGUT HS,A212,96,,A212
31911,2012-2013,609698,BOGAN HS,A213,96,,A213
31912,2012-2013,609732,STEINMETZ COLLEGE PREP HS,A216,96,,A216
31913,2012-2013,610036,LEWIS,A225,96,,A225
31914,2014-2015,609705,FENGER HS,A227,96,,A227
31915,2014-2015,609732,STEINMETZ COLLEGE PREP HS,A302,96,,A302
31916,2010-2011,400095,GARFIELD PARK CONTR,A304,97,,A304
31917,2010-2011,609712,HIRSCH HS,A305,97,,A305
31918,2010-2011,610348,GOLDBLATT,A306,97,,A306
31919,2011-2012,610290,MAYS,A307,97,,A307
31920,2012-2013,610389,ORR HS,A308,97,,A308
31921,2013-2014,610389,ORR HS,A309,97,,A309
31922,2013-2014,610389,ORR HS,A314,97,,A314
31923,2014-2015,609727,PHILLIPS HS,A318,97,,A318
31924,2011-2012,609943,GOMPERS,A321,98,,A321
31925,2011-2012,610313,DIEGO,A322,98,,A322
31926,2012-2013,609719,LAKE VIEW HS,A326,98,,A326
31927,2013-2014,610506,TEAM HS,A328,98,,A328
31928,2013-2014,610529,OGDEN HS,A333,98,,A333
31929,2014-2015,609727,PHILLIPS HS,A103,98,,A103
31930,2010-2011,609730,SENN HS,A111,99,,A111
31931,2010-2011,610112,PARKER,A112,99,,A112
31932,2012-2013,609894,DRAKE,A113,99,,A113
31933,2012-2013,610348,GOLDBLATT,A209,99,,A209
31934,2012-2013,610558,GOODE ACAD HS,8,99,,208
31935,2013-2014,609713,HYDE PARK HS,8,99,,212
31936,2013-2014,609730,SENN HS,A305,99,,A305
31937,2011-2012,609762,JULIAN HS,A307,100,,A307
31938,2014-2015,609705,FENGER HS,A308,100,,A308
31939,2011-2012,609710,HARLAN HS,A309,101,,A309
31940,2011-2012,609710,HARLAN HS,A310,101,,A310
31941,2011-2012,609728,ROOSEVELT HS,A315,101,,A315
31942,2012-2013,609928,FULLER,A317,101,,A317
31943,2013-2014,610075,MONTEFIORE,A119,101,,A119
31944,2014-2015,400018,AUSTIN BUS & ENTRP HS,A121,101,,A121
31945,2010-2011,609723,MARSHALL HS,A122,102,,A122
31946,2010-2011,609870,CORKERY,A123,102,,A123
31947,2010-2011,610287,ASHBURN,A124,102,,A124
31948,2011-2012,609716,KELVYN PARK HS,A125,102,,A125
31949,2011-2012,609754,CHGO MILITARY ACAD HS,A135,102,,A135
31950,2012-2013,609713,HYDE PARK HS,A136,102,,A136
31951,2012-2013,609786,AVALON PARK,A137,102,,A137
31952,2012-2013,610037,LIBBY,A148,102,,A148
31953,2013-2014,609732,STEINMETZ COLLEGE PREP HS,A207,102,,A207
31954,2014-2015,609676,DUNBAR HS,A202,102,,A202
31955,2010-2011,609807,HAMPTON,A207,103,,A207
31956,2010-2011,609862,COLES,A208,103,,A208
31957,2011-2012,610096,NIGHTINGALE,A212,103,,A212
31958,2012-2013,610116,PARKSIDE,A308,103,,A308
31959,2012-2013,610169,SEXTON,A309,103,,A309
