School ID,School Name,School Network,School Year,Time Period1,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
610524,ALCOTT HS,Network 4,2014-2015,EOY,34,2,23,9,33,97.1,17,50,6.36,17,6.4,1.18,19,55.9,7.11,16,6,1.74,0,0,0,0,0,0,0
609848,ALDRIDGE,ES Network - Lake Calumet,2011-2012,EOY,170,4,164,2,170,100,2,1.2,0.72,2,0.7,3,168,98.8,60.16,67,24,3.35,2,1.2,0.72,2,0.7,0,0
609848,ALDRIDGE,ES Network - Lake Calumet,2012-2013,EOY,25,0,24,1,24,96,0,0,0,0,0,0,24,96,9.3,24,9.3,3.08,1,4,0.39,1,0.4,0,0
609848,ALDRIDGE,OS4,2013-2014,S1,49,11,33,5,35,71.4,2,4.1,0.81,2,0.8,1,33,67.3,13.4,22,8.9,2.27,2,4.1,0.81,2,0.8,0,0
609848,ALDRIDGE,OS4,2013-2014,EOY,105,27,67,11,77,73.3,5,4.8,2.04,5,2,1,72,68.6,29.32,35,14.3,2.6,6,5.7,2.44,4,1.6,0,0
609848,ALDRIDGE,OS4,2014-2015,S1,124,59,58,7,70,56.5,51,41.1,23.6,32,14.8,1.18,22,17.7,10.18,12,5.6,2.45,5,4,2.31,5,2.3,0,0
609848,ALDRIDGE,OS4,2014-2015,EOY,229,109,107,13,117,51.1,80,34.9,37.4,44,20.6,1.16,43,18.8,20.1,19,8.9,2.33,19,8.3,8.88,13,6.1,1,0.47
609775,ALTGELD,ES Network - Englewood-Gresham,2011-2012,EOY,287,7,239,41,259,90.2,2,0.7,0.38,2,0.4,1.5,257,89.5,49.2,124,23.7,2.88,26,9.1,4.98,13,2.5,0,0
609775,ALTGELD,ES Network - Englewood-Gresham,2012-2013,EOY,368,51,292,25,324,88,32,8.7,7.31,26,5.9,1.31,292,79.3,66.73,124,28.3,2.72,10,2.7,2.29,10,2.3,1,0.23
610509,AMANDLA CHARTER,CLOSED,2013-2014,EOY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400012,AMANDLA CHTR HS,Network - Charter/Contract,2011-2012,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,2.99
400012,AMANDLA CHTR HS,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,2.45
400012,AMANDLA CHTR HS,Charter,2013-2014,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,2.09
400012,AMANDLA CHTR HS,Charter,2013-2014,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,3.75
400012,AMANDLA HS,Charter,2014-2015,S1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,1.25
400012,AMANDLA HS,Charter,2014-2015,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,3.18
609780,AMES,ES Network - Fullerton,2011-2012,EOY,129,53,72,4,114,88.4,2,1.6,0.34,2,0.3,3,112,86.8,18.99,80,13.6,3.71,9,7,1.53,9,1.5,0,0
609780,AMES,ES Network - Fullerton,2012-2013,EOY,692,503,173,16,128,18.5,36,5.2,7.39,31,6.4,1.36,96,13.9,19.7,58,11.9,2.18,7,1,1.44,6,1.2,0,0
609780,AMES,Network 4,2013-2014,S1,124,39,62,23,53,42.7,7,5.6,1.28,6,1.1,1.43,46,37.1,8.44,28,5.1,2.89,0,0,0,0,0,0,0
609780,AMES,Network 4,2013-2014,EOY,231,70,123,38,120,51.9,12,5.2,2.2,8,1.5,1.92,108,46.8,19.83,61,11.2,2.62,1,0.4,0.18,1,0.2,0,0
609695,AMUNDSEN HS,HS Network - North-Northwest Side,2011-2012,EOY,189,18,122,49,180,95.2,0,0,0,0,0,0,180,95.2,12.03,132,8.8,4.39,86,45.5,5.75,65,4.3,1,0.07
609695,AMUNDSEN HS,HS Network - North-Northwest Side,2012-2013,EOY,473,218,163,92,212,44.8,2,0.4,0.15,2,0.1,3,210,44.4,15.33,149,10.9,2.87,164,34.7,11.97,119,8.7,2,0.15
609695,AMUNDSEN HS,Network 2,2013-2014,S1,109,30,39,40,57,52.3,8,7.3,0.66,8,0.7,1.88,52,47.7,4.27,39,3.2,2.52,47,43.1,3.86,38,3.1,0,0
609695,AMUNDSEN HS,Network 2,2013-2014,EOY,265,57,128,80,163,61.5,74,27.9,6.22,57,4.8,1.32,95,35.8,7.99,66,5.6,2.53,105,39.6,8.83,80,6.7,0,0
609695,AMUNDSEN HS,Network 2,2014-2015,S1,333,280,31,22,288,86.5,270,81.1,24.31,172,15.5,1.02,27,8.1,2.43,22,2,2.74,37,11.1,3.33,32,2.9,0,0
609695,AMUNDSEN HS,Network 2,2014-2015,EOY,730,525,154,51,579,79.3,520,71.2,47.77,251,23.1,1.02,105,14.4,9.65,76,7,2.03,91,12.5,8.36,75,6.9,0,0
609951,ARIEL,ES Network - Burnham Park,2011-2012,EOY,148,70,68,10,43,29.1,11,7.4,2.04,11,2,2.36,32,21.6,5.93,24,4.4,4.88,8,5.4,1.48,7,1.3,0,0
609951,ARIEL,ES Network - Burnham Park,2012-2013,EOY,41,7,24,10,21,51.2,5,12.2,0.91,5,0.9,1.8,17,41.5,3.09,12,2.2,2.53,0,0,0,0,0,0,0
609951,ARIEL,Network 9,2013-2014,S1,21,4,11,6,11,52.4,3,14.3,0.54,3,0.5,1.67,8,38.1,1.43,7,1.3,3.25,0,0,0,0,0,0,0
609951,ARIEL,Network 9,2013-2014,EOY,61,6,49,6,37,60.7,7,11.5,1.26,6,1.1,2,30,49.2,5.39,25,4.5,2.3,0,0,0,0,0,0,0
609951,ARIEL,Network 9,2014-2015,S1,35,16,19,0,7,20,4,11.4,0.73,4,0.7,3,3,8.6,0.55,2,0.4,2.33,0,0,0,0,0,0,0
609951,ARIEL,Network 9,2014-2015,EOY,86,41,44,1,18,20.9,13,15.1,2.38,13,2.4,1.92,5,5.8,0.91,4,0.7,3,6,7,1.1,6,1.1,0,0
609777,ARMOUR,ES Network - Pershing,2011-2012,EOY,28,4,21,3,28,100,23,82.1,6.33,20,5.5,1.39,5,17.9,1.38,5,1.4,3.4,1,3.6,0.28,1,0.3,0,0
609777,ARMOUR,ES Network - Pershing,2012-2013,EOY,37,3,28,6,35,94.6,13,35.1,3.61,10,2.8,1.08,23,62.2,6.39,13,3.6,2.09,4,10.8,1.11,3,0.8,0,0
609777,ARMOUR,Network 6,2013-2014,S1,5,0,5,0,5,100,5,100,1.54,3,0.9,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
609777,ARMOUR,Network 6,2013-2014,EOY,9,0,9,0,7,77.8,5,55.6,1.54,3,0.9,1.4,2,22.2,0.62,2,0.6,2,0,0,0,0,0,0,0
609777,ARMOUR,Network 6,2014-2015,S1,2,0,2,0,2,100,0,0,0,0,0,0,2,100,0.66,2,0.7,1,0,0,0,0,0,0,0
609777,ARMOUR,Network 6,2014-2015,EOY,11,2,8,1,10,90.9,6,54.5,1.97,6,2,1.83,4,36.4,1.31,4,1.3,1,1,9.1,0.33,1,0.3,0,0
609779,"ARMSTRONG, G",ES Network - Ravenswood-Ridge,2011-2012,EOY,101,26,71,4,101,100,2,2,0.13,2,0.1,1,99,98,6.57,59,3.9,1.98,1,1,0.07,1,0.1,0,0
609779,"ARMSTRONG, G",ES Network - Ravenswood-Ridge,2012-2013,EOY,117,7,100,10,115,98.3,12,10.3,0.85,10,0.7,1.17,108,92.3,7.69,71,5.1,2.43,1,0.9,0.07,1,0.1,2,0.14
609779,"ARMSTRONG, G",Network 2,2013-2014,S1,74,6,67,1,70,94.6,1,1.4,0.07,1,0.1,1,69,93.2,4.79,49,3.4,1.49,0,0,0,0,0,0,0
609779,"ARMSTRONG, G",Network 2,2013-2014,EOY,119,6,111,2,111,93.3,6,5,0.41,6,0.4,1,105,88.2,7.24,61,4.2,1.49,1,0.8,0.07,1,0.1,0,0
609779,"ARMSTRONG, G",Network 2,2014-2015,S1,24,5,15,4,3,12.5,0,0,0,0,0,0,3,12.5,0.21,1,0.1,2.33,1,4.2,0.07,1,0.1,0,0
609779,"ARMSTRONG, G",Network 2,2014-2015,EOY,101,32,63,6,62,61.4,38,37.6,2.61,29,2,1.13,24,23.8,1.65,18,1.2,1.63,1,1,0.07,1,0.1,0,0
610156,"ARMSTRONG, L",ES Network - Austin-North Lawndale,2011-2012,EOY,80,37,43,0,41,51.3,5,6.3,5.07,5,5.1,1,36,45,36.54,21,21.3,1.17,0,0,0,0,0,0,0
610156,"ARMSTRONG, L",ES Network - Austin-North Lawndale,2012-2013,EOY,127,52,69,6,99,78,12,9.4,12.52,9,9.4,1.08,88,69.3,91.81,34,35.5,1.35,2,1.6,2.09,1,1,0,0
610287,ASHBURN,ES Network - Midway,2011-2012,EOY,94,43,50,1,74,78.7,51,54.3,10.43,44,9,1.9,23,24.5,4.7,21,4.3,2.39,0,0,0,0,0,0,0
610287,ASHBURN,ES Network - Midway,2012-2013,EOY,112,75,36,1,80,71.4,38,33.9,8.22,32,6.9,1.63,42,37.5,9.09,28,6.1,2.76,3,2.7,0.65,3,0.6,0,0
610287,ASHBURN,Network 10,2013-2014,S1,53,44,8,1,22,41.5,10,18.9,2.12,9,1.9,1.1,12,22.6,2.54,11,2.3,2.17,0,0,0,0,0,0,0
610287,ASHBURN,Network 10,2013-2014,EOY,116,103,12,1,33,28.4,13,11.2,2.73,11,2.3,1.15,20,17.2,4.2,18,3.8,1.9,2,1.7,0.42,2,0.4,0,0
610287,ASHBURN,Network 10,2014-2015,S1,65,61,4,0,12,18.5,5,7.7,1.09,5,1.1,1,7,10.8,1.53,6,1.3,2.43,1,1.5,0.22,1,0.2,0,0
610287,ASHBURN,Network 10,2014-2015,EOY,116,111,5,0,26,22.4,7,6,1.52,7,1.5,1.14,19,16.4,4.12,15,3.3,1.95,1,0.9,0.22,1,0.2,0,0
610268,ASHE,ES Network - Skyway,2011-2012,EOY,236,40,167,29,190,80.5,2,0.8,0.46,2,0.5,1.5,188,79.7,42.92,102,23.3,3.31,7,3,1.6,6,1.4,0,0
610268,ASHE,ES Network - Skyway,2012-2013,EOY,260,51,152,57,226,86.9,12,4.6,2.96,12,3,1.83,214,82.3,52.8,90,22.2,2.86,22,8.5,5.43,16,3.9,0,0
610268,ASHE,OS4,2013-2014,S1,42,6,32,4,33,78.6,0,0,0,0,0,0,33,78.6,8.52,24,6.2,3.03,3,7.1,0.77,2,0.5,1,0.26
610268,ASHE,OS4,2013-2014,EOY,117,15,81,21,88,75.2,1,0.9,0.26,1,0.3,1,87,74.4,22.29,55,14.1,3.57,7,6,1.79,6,1.5,1,0.26
610268,ASHE,OS4,2014-2015,S1,36,8,12,16,10,27.8,1,2.8,0.28,1,0.3,1,9,25,2.53,6,1.7,3.22,6,16.7,1.68,4,1.1,0,0
610268,ASHE,OS4,2014-2015,EOY,116,26,60,30,42,36.2,7,6,2,6,1.7,1.86,35,30.2,9.99,27,7.7,2.69,8,6.9,2.28,6,1.7,0,0
400013,ASPIRA CHTR - EARLY COLLEGE HS,Network - Charter/Contract,2012-2013,EOY,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0.2
609781,ATTUCKS,ES Network - Burnham Park,2011-2012,EOY,267,74,181,12,105,39.3,0,0,0,0,0,0,105,39.3,38.48,53,19.4,2.61,0,0,0,0,0,0,0
609781,ATTUCKS,ES Network - Burnham Park,2012-2013,EOY,386,77,245,64,261,67.6,0,0,0,0,0,0,261,67.6,96.53,99,36.6,2.77,7,1.8,2.59,6,2.2,0,0
609781,ATTUCKS,Network 9,2013-2014,S1,57,3,46,8,54,94.7,5,8.8,3.03,5,3,3,49,86,29.66,22,13.3,2.04,0,0,0,0,0,0,0
609781,ATTUCKS,Network 9,2013-2014,EOY,147,12,124,11,135,91.8,5,3.4,3.08,5,3.1,3,130,88.4,79.96,49,30.1,2.13,0,0,0,0,0,0,0
609781,ATTUCKS,Network 9,2014-2015,S1,28,3,23,2,24,85.7,6,21.4,4.47,6,4.5,1.5,18,64.3,13.41,16,11.9,2.5,0,0,0,0,0,0,0
609781,ATTUCKS,Network 9,2014-2015,EOY,51,6,42,3,44,86.3,20,39.2,15.04,19,14.3,1.45,32,62.7,24.06,24,18,2.06,2,3.9,1.5,1,0.8,0,0
609782,AUDUBON,ES Network - Ravenswood-Ridge,2011-2012,EOY,4,1,3,0,4,100,1,25,0.18,1,0.2,1,3,75,0.53,3,0.5,1,0,0,0,0,0,0,0
609782,AUDUBON,ES Network - Ravenswood-Ridge,2012-2013,EOY,43,3,27,13,41,95.3,11,25.6,1.86,10,1.7,1.18,34,79.1,5.76,19,3.2,1.97,2,4.7,0.34,2,0.3,0,0
609782,AUDUBON,Network 4,2013-2014,S1,14,2,12,0,12,85.7,5,35.7,0.85,5,0.8,1,8,57.1,1.36,7,1.2,1.25,0,0,0,0,0,0,0
609782,AUDUBON,Network 4,2013-2014,EOY,26,3,22,1,23,88.5,11,42.3,1.87,11,1.9,1.09,13,50,2.22,10,1.7,1.46,0,0,0,0,0,0,0
609782,AUDUBON,Network 4,2014-2015,S1,4,1,2,1,4,100,2,50,0.34,2,0.3,1,2,50,0.34,2,0.3,2,0,0,0,0,0,0,0
609782,AUDUBON,Network 4,2014-2015,EOY,16,1,8,7,14,87.5,4,25,0.69,4,0.7,1.25,11,68.8,1.89,4,0.7,1.45,0,0,0,0,0,0,0
400018,AUSTIN BUS & ENTRP HS,HS Network - West Side,2011-2012,EOY,2361,2004,311,46,2174,92.1,1485,62.9,515.74,280,97.2,1.2,689,29.2,239.29,205,71.2,2.47,7,0.3,2.43,6,2.1,2,0.69
400018,AUSTIN BUS & ENTRP HS,HS Network - West Side,2012-2013,EOY,2351,1981,316,54,1984,84.4,1678,71.4,777.37,205,95,1.09,410,17.4,189.94,132,61.2,2.86,2,0.1,0.93,2,0.9,0,0
400018,AUSTIN BUS & ENTRP HS,Network 3,2013-2014,S1,977,729,220,28,823,84.2,680,69.6,392.88,145,83.8,1.12,186,19,107.47,84,48.5,2.48,2,0.2,1.16,1,0.6,0,0
400018,AUSTIN BUS & ENTRP HS,Network 3,2013-2014,EOY,1868,1328,499,41,1552,83.1,1311,70.2,797.21,157,95.5,1.2,313,16.8,190.33,109,66.3,2.07,6,0.3,3.65,3,1.8,0,0
400018,AUSTIN BUS & ENTRP HS,Network 3,2014-2015,S1,546,498,41,7,246,45.1,219,40.1,155.78,79,56.2,1.18,35,6.4,24.9,29,20.6,2.23,2,0.4,1.42,1,0.7,0,0
400018,AUSTIN BUS & ENTRP HS,Network 3,2014-2015,EOY,1044,930,83,31,486,46.6,425,40.7,314.71,102,75.5,1.17,82,7.9,60.72,50,37,2.26,6,0.6,4.44,5,3.7,0,0
610501,AUSTIN POLY HS,HS Network - West Side,2011-2012,EOY,839,598,212,29,710,84.6,5,0.6,2.16,5,2.2,1,705,84,303.88,195,84.1,2.43,13,1.5,5.6,10,4.3,0,0
610501,AUSTIN POLY HS,HS Network - West Side,2012-2013,EOY,551,360,166,25,475,86.2,216,39.2,134.86,97,60.6,1.06,275,49.9,171.7,93,58.1,2.07,0,0,0,0,0,0,0
610501,AUSTIN POLY HS,Network 3,2013-2014,S1,351,239,89,23,321,91.5,216,61.5,116.17,89,47.9,1.21,110,31.3,59.16,58,31.2,2.26,0,0,0,0,0,0,0
610501,AUSTIN POLY HS,Network 3,2013-2014,EOY,596,357,189,50,515,86.4,329,55.2,189.63,98,56.5,1.25,195,32.7,112.39,75,43.2,2.53,0,0,0,0,0,0,0
610501,AUSTIN POLY HS,Network 3,2014-2015,S1,400,223,172,5,311,77.8,286,71.5,194.89,100,68.1,1.15,40,10,27.26,31,21.1,1.83,4,1,2.73,4,2.7,0,0
610501,AUSTIN POLY HS,Network 3,2014-2015,EOY,814,393,403,18,569,69.9,516,63.4,385.19,113,84.4,1.13,82,10.1,61.21,55,41.1,2.11,6,0.7,4.48,6,4.5,0,0
609786,AVALON PARK,ES Network - Skyway,2011-2012,EOY,316,108,179,29,225,71.2,2,0.6,0.53,2,0.5,1,223,70.6,58.73,105,27.7,2.69,0,0,0,0,0,0,0
609786,AVALON PARK,ES Network - Skyway,2012-2013,EOY,144,20,102,22,117,81.3,7,4.9,2.36,7,2.4,1.86,110,76.4,37.09,59,19.9,2.78,15,10.4,5.06,11,3.7,5,1.69
609786,AVALON PARK,Network 12,2013-2014,S1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609786,AVALON PARK,Network 12,2013-2014,EOY,23,0,23,0,21,91.3,1,4.3,0.34,1,0.3,3,20,87,6.78,18,6.1,3.05,1,4.3,0.34,1,0.3,2,0.68
609786,AVALON PARK,Network 12,2014-2015,S1,48,13,35,0,14,29.2,3,6.3,0.89,3,0.9,1.67,11,22.9,3.27,9,2.7,1.45,5,10.4,1.48,5,1.5,0,0
609786,AVALON PARK,Network 12,2014-2015,EOY,54,13,41,0,18,33.3,3,5.6,0.92,3,0.9,1.67,15,27.8,4.58,10,3.1,1.6,9,16.7,2.75,8,2.4,0,0
610544,AZUELA,ES Network - Midway,2011-2012,EOY,69,26,41,2,34,49.3,17,24.6,1.93,15,1.7,1.06,17,24.6,1.93,11,1.2,1.94,0,0,0,0,0,0,0
610544,AZUELA,ES Network - Midway,2012-2013,EOY,52,9,37,6,35,67.3,13,25,1.39,12,1.3,1,22,42.3,2.36,18,1.9,2.77,2,3.8,0.21,2,0.2,0,0
610544,AZUELA,Network 10,2013-2014,S1,49,3,45,1,16,32.7,1,2,0.11,1,0.1,1,15,30.6,1.6,15,1.6,1.07,0,0,0,0,0,0,0
610544,AZUELA,Network 10,2013-2014,EOY,88,4,78,6,44,50,6,6.8,0.64,6,0.6,1,38,43.2,4.03,30,3.2,1.32,2,2.3,0.21,2,0.2,0,0
610544,AZUELA,Network 10,2014-2015,S1,5,0,2,3,5,100,2,40,0.21,2,0.2,1,3,60,0.31,3,0.3,2.33,0,0,0,0,0,0,0
610544,AZUELA,Network 10,2014-2015,EOY,22,1,12,9,13,59.1,3,13.6,0.31,3,0.3,1,10,45.5,1.04,9,0.9,3.2,0,0,0,0,0,0,0
610563,BACK OF THE YARDS HS,Network 8,2013-2014,S1,4,0,3,1,4,100,0,0,0,0,0,0,4,100,1.43,4,1.4,2.5,0,0,0,0,0,0,0
610563,BACK OF THE YARDS HS,Network 8,2013-2014,EOY,11,1,5,5,11,100,5,45.5,1.8,5,1.8,2.4,6,54.5,2.16,6,2.2,3.33,1,9.1,0.36,1,0.4,0,0
610563,BACK OF THE YARDS HS,Network 8,2014-2015,S1,5,0,1,4,4,80,0,0,0,0,0,0,4,80,0.73,4,0.7,4.75,3,60,0.55,3,0.5,0,0
610563,BACK OF THE YARDS HS,Network 8,2014-2015,EOY,25,2,7,16,21,84,3,12,0.55,3,0.6,1.33,21,84,3.86,19,3.5,3.33,7,28,1.29,7,1.3,0,0
610265,BANNEKER,ES Network - Englewood-Gresham,2011-2012,EOY,69,7,56,6,64,92.8,15,21.7,4.99,14,4.7,1.13,49,71,16.31,37,12.3,1.78,1,1.4,0.33,1,0.3,0,0
610265,BANNEKER,ES Network - Englewood-Gresham,2012-2013,EOY,80,9,71,0,59,73.8,17,21.3,5.02,15,4.4,1,43,53.8,12.69,26,7.7,1.91,9,11.3,2.66,7,2.1,0,0
610556,BANNER ACADEMY SOUTH HS,Network - Alternative,2011-2012,EOY,12,9,2,1,9,75,2,16.7,1,2,1,1,7,58.3,3.51,7,3.5,2.29,1,8.3,0.5,1,0.5,0,0
610556,BANNER ACADEMY SOUTH HS,Network - Alternative,2012-2013,EOY,4,0,4,0,4,100,0,0,0,0,0,0,4,100,1.97,4,2,2.5,0,0,0,0,0,0,0
610555,BANNER ACADEMY WEST HS,Network - Alternative,2011-2012,EOY,62,44,11,7,24,38.7,7,11.3,5.16,7,5.2,2.71,18,29,13.27,17,12.5,3.5,1,1.6,0.74,1,0.7,0,0
610555,BANNER ACADEMY WEST HS,Network - Alternative,2012-2013,EOY,393,297,80,16,65,16.5,0,0,0,0,0,0,65,16.5,41.41,55,35,3.86,4,1,2.55,3,1.9,0,0
610555,BANNER ACADEMY WEST HS,Options,2013-2014,S1,121,99,21,1,12,9.9,1,0.8,0.38,1,0.4,2,12,9.9,4.51,11,4.1,3.42,0,0,0,0,0,0,0
610555,BANNER ACADEMY WEST HS,Options,2013-2014,EOY,155,126,28,1,22,14.2,1,0.6,0.36,1,0.4,2,22,14.2,8.01,21,7.6,3.32,0,0,0,0,0,0,0
610555,BANNER ACADEMY WEST HS,Options,2014-2015,S1,71,64,7,0,1,1.4,0,0,0,0,0,0,1,1.4,0.35,1,0.3,3,0,0,0,0,0,0,0
610555,BANNER ACADEMY WEST HS,Options,2014-2015,EOY,93,85,8,0,1,1.1,0,0,0,0,0,0,1,1.1,0.36,1,0.4,3,0,0,0,0,0,0,0
610549,BANNER NORTH ES,Network - Alternative,2011-2012,EOY,21,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610549,BANNER NORTH ES,Network - Alternative,2012-2013,EOY,7,2,5,0,7,100,0,0,0,0,0,0,7,100,65.04,5,46.5,2.14,1,14.3,9.29,1,9.3,0,0
610550,BANNER NORTH HS,Network - Alternative,2011-2012,EOY,53,31,19,3,1,1.9,0,0,0,0,0,0,1,1.9,2.37,1,2.4,10,0,0,0,0,0,0,0
610550,BANNER NORTH HS,Network - Alternative,2012-2013,EOY,41,28,10,3,15,36.6,0,0,0,0,0,0,15,36.6,48.97,11,35.9,2.07,0,0,0,0,0,0,0
609788,BARNARD,ES Network - Rock Island,2011-2012,EOY,46,4,35,7,42,91.3,3,6.5,1.12,1,0.4,3.67,39,84.8,14.52,24,8.9,1.92,2,4.3,0.74,1,0.4,0,0
609788,BARNARD,ES Network - Rock Island,2012-2013,EOY,93,61,32,0,28,30.1,4,4.3,1.5,3,1.1,1.75,24,25.8,9,9,3.4,1.25,0,0,0,0,0,0,0
609788,BARNARD,OS4,2013-2014,S1,111,55,53,3,35,31.5,17,15.3,5.75,12,4.1,1.12,18,16.2,6.09,7,2.4,1.61,0,0,0,0,0,0,0
609788,BARNARD,OS4,2013-2014,EOY,141,58,78,5,58,41.1,30,21.3,10.27,16,5.5,1.2,35,24.8,11.99,11,3.8,1.51,0,0,0,0,0,0,0
609788,BARNARD,OS4,2014-2015,S1,16,0,16,0,7,43.8,1,6.3,0.33,1,0.3,1,6,37.5,1.97,4,1.3,1.83,0,0,0,0,0,0,0
609788,BARNARD,OS4,2014-2015,EOY,37,2,30,5,26,70.3,16,43.2,5.29,11,3.6,1.88,13,35.1,4.29,8,2.6,2.08,1,2.7,0.33,1,0.3,0,0
609789,BARRY,ES Network - Fullerton,2011-2012,EOY,18,6,10,2,17,94.4,0,0,0,0,0,0,17,94.4,2.12,12,1.5,1.41,0,0,0,0,0,0,0
609789,BARRY,ES Network - Fullerton,2012-2013,EOY,45,5,38,2,40,88.9,15,33.3,1.83,15,1.8,1,25,55.6,3.05,22,2.7,1.28,1,2.2,0.12,1,0.1,0,0
609789,BARRY,Network 4,2013-2014,S1,20,8,10,2,18,90,6,30,0.73,6,0.7,1.17,12,60,1.45,9,1.1,1.58,0,0,0,0,0,0,0
609789,BARRY,Network 4,2013-2014,EOY,34,9,20,5,29,85.3,8,23.5,0.96,8,1,1.13,22,64.7,2.64,14,1.7,2.09,3,8.8,0.36,3,0.4,0,0
609789,BARRY,Network 4,2014-2015,S1,23,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609789,BARRY,Network 4,2014-2015,EOY,29,19,9,1,2,6.9,1,3.4,0.12,1,0.1,2,1,3.4,0.12,1,0.1,5,1,3.4,0.12,1,0.1,0,0
609790,BARTON,ES Network - Englewood-Gresham,2011-2012,EOY,503,136,354,13,503,100,208,41.4,34.08,89,14.6,1.02,295,58.6,48.33,110,18,1.84,4,0.8,0.66,3,0.5,0,0
609790,BARTON,ES Network - Englewood-Gresham,2012-2013,EOY,638,97,512,29,636,99.7,45,7.1,7.06,36,5.6,1,592,92.8,92.87,189,29.6,1.63,2,0.3,0.31,2,0.3,0,0
609790,BARTON,Network 11,2013-2014,S1,271,32,234,5,261,96.3,38,14,6.57,30,5.2,1.21,223,82.3,38.58,110,19,1.44,1,0.4,0.17,1,0.2,0,0
609790,BARTON,Network 11,2013-2014,EOY,593,83,484,26,578,97.5,105,17.7,18.22,68,11.8,1.1,473,79.8,82.07,160,27.8,1.56,4,0.7,0.69,4,0.7,0,0
609790,BARTON,Network 11,2014-2015,S1,83,25,46,12,31,37.3,9,10.8,1.68,7,1.3,1.33,23,27.7,4.29,17,3.2,1.91,4,4.8,0.75,4,0.7,0,0
609790,BARTON,Network 11,2014-2015,EOY,334,105,183,46,185,55.4,26,7.8,4.8,22,4.1,1.3,166,49.7,30.61,84,15.5,2.14,22,6.6,4.06,18,3.3,1,0.18
609791,BASS,ES Network - Englewood-Gresham,2011-2012,EOY,85,4,67,14,84,98.8,1,1.2,0.28,1,0.3,1,83,97.6,23.11,58,16.1,2.61,8,9.4,2.23,4,1.1,1,0.28
609791,BASS,ES Network - Englewood-Gresham,2012-2013,EOY,193,34,103,56,181,93.8,30,15.5,9.24,25,7.7,1.47,154,79.8,47.46,86,26.5,3.03,10,5.2,3.08,9,2.8,1,0.31
609791,BASS,Network 11,2013-2014,S1,298,194,95,9,125,41.9,14,4.7,2.49,13,2.3,1.5,116,38.9,20.61,66,11.7,2.44,3,1,0.53,3,0.5,0,0
609791,BASS,Network 11,2013-2014,EOY,808,545,252,11,293,36.3,50,6.2,8.93,45,8,1.62,251,31.1,44.85,117,20.9,2.43,3,0.4,0.54,3,0.5,1,0.18
609791,BASS,Network 11,2014-2015,S1,168,140,20,8,30,17.9,25,14.9,4.84,25,4.8,1.8,5,3,0.97,5,1,4.2,1,0.6,0.19,1,0.2,0,0
609791,BASS,Network 11,2014-2015,EOY,542,408,102,32,123,22.7,50,9.2,9.78,45,8.8,1.74,74,13.7,14.47,45,8.8,2.77,2,0.4,0.39,2,0.4,1,0.2
609792,BATEMAN,ES Network - O'Hare,2011-2012,EOY,2,0,0,2,2,100,0,0,0,0,0,0,2,100,0.2,2,0.2,7.5,1,50,0.1,1,0.1,0,0
609792,BATEMAN,ES Network - O'Hare,2012-2013,EOY,52,28,21,3,13,25,7,13.5,0.68,6,0.6,2.43,6,11.5,0.58,4,0.4,3.67,1,1.9,0.1,1,0.1,0,0
609792,BATEMAN,Network 1,2013-2014,S1,23,8,13,2,18,78.3,8,34.8,0.77,8,0.8,1.25,13,56.5,1.26,10,1,2.46,0,0,0,0,0,0,0
609792,BATEMAN,Network 1,2013-2014,EOY,102,37,56,9,57,55.9,22,21.6,2.13,17,1.6,1.23,44,43.1,4.26,27,2.6,2.66,5,4.9,0.48,5,0.5,0,0
